CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
GDAIM,1075 Portage Avenue,Undetermined,,Indian Reserve,Administrative Area,IR,e3f910dc84224e31b68e047ba38248bc,49.8853605,-97.1773123,,Manitoba,50000,2019-08-02,Indigenous and Northern Affairs Canada
GBSQA,A Kwis Ki Mahka,Undetermined,,Indian Reserve,Administrative Area,IR,ca0642ac639242368a4612b10b70c715,56.345993,-94.710983,,Manitoba,50000,2010-03-03,Indigenous and Northern Affairs Canada
GBLPN,A. Enns Wildlife Refuge,Undetermined,,Wildlife Refuge,Administrative Area,PARK,624da7eebef911d892e2080020a0f4c9,49.191667,-97.663611,4-3-2W,Manitoba,1000000,2000-12-05,Manitoba-Sustainable Development
GAAKJ,Agassiz Provincial Forest,Undetermined,,Provincial Forest,Administrative Area,PARK,1453c87ebedb11d892e2080020a0f4c9,49.999722,-96.15,12-10-E,Manitoba,1000000,1976-03-30,Manitoba-Sustainable Development
GAAEE,Aghaming,Undetermined,,Northern Community,Populated Place,UNP,0fbb7c86bedb11d892e2080020a0f4c9,51.188889,-96.288889,4-26-9-E,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GAAMO,Albert,Undetermined,,Rural Municipality,Administrative Area,MUN2,1d2e7a0fbedb11d892e2080020a0f4c9,49.443611,-101.12083,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAAMP,Albert Beach,Undetermined,,Locality,Populated Place,UNP,3df1c4c0ba3411d892e2080020a0f4c9,50.680556,-96.513611,"19,20-7-E",Manitoba,250000,2002-03-21,Manitoba-Sustainable Development
GAANG,Alexander,Undetermined,,Rural Municipality,Administrative Area,MUN2,1f89a82abedb11d892e2080020a0f4c9,50.483333,-96.05,,Manitoba,50000,1997-12-24,Manitoba-Sustainable Development
GAANF,Alexander,Undetermined,,Local Urban District,Populated Place,UNP,1f838da9bedb11d892e2080020a0f4c9,49.83,-100.29528,17-10-21-W,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GAANW,Alfred Hole Goose Sanctuary,Undetermined,,Refuge,Administrative Area,PARK,210376f0bedb11d892e2080020a0f4c9,49.839167,-95.519167,"10-14,15-E",Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GAANZ,Algar,Undetermined,,Locality,Populated Place,UNP,21099171bedb11d892e2080020a0f4c9,49.735833,-100.62139,11-9-24-W,Manitoba,250000,1955-01-20,Manitoba-Sustainable Development
GBGKV,Algonquin Park,Undetermined,,Neighbourhood,Populated Place,UNP,6f879b6bbef611d892e2080020a0f4c9,49.947222,-97.054167,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GBGKU,All Seasons Estates,Undetermined,,Neighbourhood,Populated Place,UNP,6f8159dabef611d892e2080020a0f4c9,49.936667,-97.049444,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GAAOL,Allegra,Undetermined,,Locality,Populated Place,UNP,21377f48bedb11d892e2080020a0f4c9,50.208889,-96.36,14-9-E,Manitoba,250000,1950-04-06,Manitoba-Sustainable Development
GBTEY,Allen Rapids,Undetermined,,Indian Reserve,Administrative Area,IR,6b44b245eb224665a3e5c6761e97a15a,55.032476,-93.87074,,Manitoba,50000,2017-03-30,Indigenous and Northern Affairs Canada
GAAPG,Almdals Cove,Undetermined,,Locality,Populated Place,UNP,228709c1bedb11d892e2080020a0f4c9,50.470278,-96.575556,21-17-7-E,Manitoba,50000,1978-07-24,Manitoba-Sustainable Development
GAAPK,Alonsa,Undetermined,,Rural Municipality,Administrative Area,MUN2,23b96f45bedb11d892e2080020a0f4c9,50.983333,-99.05,,Manitoba,50000,1997-12-24,Manitoba-Sustainable Development
GAAPJ,Alonsa,Undetermined,,Local Urban District,Populated Place,UNP,23b24354bedb11d892e2080020a0f4c9,50.798889,-98.974444,7-21-11-W,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GBFPL,Alonsa Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,43fb3bddbef611d892e2080020a0f4c9,50.95,-99.240278,"22,23-13-W",Manitoba,1000000,1986-07-09,Manitoba-Sustainable Development
GAAPP,Alpine,Undetermined,,Locality,Populated Place,UNP,24bbeb27bedb11d892e2080020a0f4c9,51.750278,-101.49889,22-32-29-W,Manitoba,50000,1968-03-18,Manitoba-Sustainable Development
GAAPS,Altamont,Undetermined,,Local Urban District,Populated Place,UNP,24ceafd9bedb11d892e2080020a0f4c9,49.398611,-98.497222,21-5-8-W,Manitoba,250000,1998-11-30,Manitoba-Sustainable Development
GAAPT,Altbergthal,Undetermined,,Community,Populated Place,UNP,24d95e3abedb11d892e2080020a0f4c9,49.091667,-97.609722,1-2-2-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAAPV,Altona,Undetermined,,Town,Populated Place,TOWN,24e8ee9cbedb11d892e2080020a0f4c9,49.104722,-97.558889,"5,8-2-1-W",Manitoba,7500000,1956-12-31,Manitoba-Sustainable Development
GAAQC,Amaranth,Undetermined,,Local Urban District,Populated Place,UNP,24f91b3ebedb11d892e2080020a0f4c9,50.595556,-98.738333,1-19-10-W,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GAAQH,Ameer,Undetermined,,Locality,Populated Place,UNP,25f0c1b1bedb11d892e2080020a0f4c9,50.248333,-99.770833,5-15-17-W,Manitoba,250000,1993-06-30,Manitoba-Sustainable Development
GAAQK,Amery,Undetermined,,Community,Populated Place,UNP,25fd6be3bedb11d892e2080020a0f4c9,56.565,-94.0625,87-22-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBSRH,Amik Wachink Sakahikan,Undetermined,,Indian Reserve,Administrative Area,IR,534a9613fe7f4b30b8603823e73ac922,54.251129,-94.96957,,Manitoba,50000,1999-11-02,Indigenous and Northern Affairs Canada
GBLDT,Amisk Park Reserve,Undetermined,,Provincial Park,Administrative Area,PARK,44e4a96fbef911d892e2080020a0f4c9,56.790556,-97.921389,90-3W,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GBSPK,Anderson,Undetermined,,Indian Reserve,Administrative Area,IR,0943b7b720f94ebe8c32801126164cd8,54.382141,-96.6567,,Manitoba,50000,2010-03-03,Indigenous and Northern Affairs Canada
GZAAW,Andrew Bay,Undetermined,,Indian Reserve,Administrative Area,IR,8b077997ffb111dda89a080020a0f4c9,54.4411654,-94.6398953,,Manitoba,50000,2005-05-10,Indigenous and Northern Affairs Canada
GAAUM,Angusville,Undetermined,,Local Urban District,Populated Place,UNP,3025370cbedb11d892e2080020a0f4c9,50.735556,-101.02056,"21,22-20-26-W",Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GAAVJ,Anola,Undetermined,,Community,Populated Place,UNP,32c50f4abedb11d892e2080020a0f4c9,49.885,-96.635556,36-10-6-E,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GBTPA,Antler Corner,Undetermined,,Indian Reserve,Administrative Area,IR,d906abafa44e4747a8ed23c1a348d408,52.3649273,-101.1718224,,Manitoba,50000,2017-09-06,Indigenous and Northern Affairs Canada
GAAYD,Arbakka,Undetermined,,Community,Populated Place,UNP,37a11c0abedb11d892e2080020a0f4c9,49.053889,-96.4775,20-1-8-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAAYG,Arborg,Undetermined,,Town,Populated Place,TOWN,37aefebcbedb11d892e2080020a0f4c9,50.907222,-97.216944,23-22-2-E,Manitoba,7500000,1997-12-24,Manitoba-Sustainable Development
GAAYN,Archie,Undetermined,,Rural Municipality,Administrative Area,MUN2,3962c841bedb11d892e2080020a0f4c9,50.166667,-101.25,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAAZA,Arden,Undetermined,,Local Urban District,Populated Place,UNP,399019d8bedb11d892e2080020a0f4c9,50.277222,-99.269722,13-15-14-W,Manitoba,250000,1998-11-30,Manitoba-Sustainable Development
GAAZE,Argue,Undetermined,,Locality,Populated Place,UNP,3a859d6bbedb11d892e2080020a0f4c9,49.4475,-100.44556,6-6-22-W,Manitoba,250000,1999-02-19,Manitoba-Sustainable Development
GAAZG,Argyle,Undetermined,,Rural Municipality,Administrative Area,MUN2,3a94b89dbedb11d892e2080020a0f4c9,49.346389,-99.246667,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAAZI,Argyle,Undetermined,,Community,Populated Place,UNP,3aa0786ebedb11d892e2080020a0f4c9,50.181111,-97.454444,"7,18-14-1-E",Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAAZJ,Arizona,Undetermined,,Locality,Populated Place,UNP,3aa903efbedb11d892e2080020a0f4c9,49.828333,-99.027778,"9,10,15,16-10-12-W",Manitoba,250000,1985-08-22,Manitoba-Sustainable Development
GAAZY,Armstrong,Undetermined,,Rural Municipality,Administrative Area,MUN2,3ad39665bedb11d892e2080020a0f4c9,50.666667,-97.45,,Manitoba,50000,1997-12-24,Manitoba-Sustainable Development
GABAL,Armstrongs Point,Undetermined,,Neighbourhood,Populated Place,UNP,3be46a2ebedb11d892e2080020a0f4c9,49.876944,-97.156111,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GABAN,Arnaud,Undetermined,,Community,Populated Place,UNP,3bf3ac70bedb11d892e2080020a0f4c9,49.250278,-97.103889,"27,34-3-3-E",Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GABAO,Arnes,Undetermined,,Community,Populated Place,UNP,3ccf8d81bedb11d892e2080020a0f4c9,50.801944,-96.993889,8-21-4-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GABAU,Arnot,Undetermined,,Locality,Populated Place,UNP,3cde5a93bedb11d892e2080020a0f4c9,55.767222,-96.684722,19-78-6-E,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GABBK,Arrow River,Undetermined,,Community,Populated Place,UNP,3d112a6bbedb11d892e2080020a0f4c9,50.143889,-100.89333,31-13-25-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GABBS,Arthur,Undetermined,,Rural Municipality,Administrative Area,MUN2,3e0aa59fbedb11d892e2080020a0f4c9,49.166944,-100.99944,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GABCJ,Asessippi Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,45d0d9dabedb11d892e2080020a0f4c9,50.966389,-101.37972,,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GABCM,Asham Point,Undetermined,,Locality,Populated Place,UNP,45df0aabbedb11d892e2080020a0f4c9,51.229444,-99.048333,12-26-12-W,Manitoba,50000,1975-02-12,Manitoba-Sustainable Development
GABCR,Ashbury,Undetermined,,Railway Point,Populated Place,UNP,461312ffbedb11d892e2080020a0f4c9,49.803889,-100.38917,3-10-22-W,Manitoba,50000,1952-06-06,Manitoba-Sustainable Development
GABCU,Ashern,Undetermined,,Local Urban District,Populated Place,UNP,46208080bedb11d892e2080020a0f4c9,51.182222,-98.345556,23-25-7-W,Manitoba,7500000,1998-11-30,Manitoba-Sustainable Development
GABDK,Ashville,Undetermined,,Community,Populated Place,UNP,49ae1419bedb11d892e2080020a0f4c9,51.175,-100.29583,24-25-21-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GABDQ,Asinkaanumevatt,Undetermined,,Locality,Populated Place,UNP,4bf5ba2ebedb11d892e2080020a0f4c9,52.258056,-96.851944,,Manitoba,50000,1978-09-08,Manitoba-Sustainable Development
GABEF,Askikkapit,Undetermined,,Locality,Populated Place,UNP,4e89f9aabedb11d892e2080020a0f4c9,54.619722,-95.935556,,Manitoba,50000,1978-06-08,Manitoba-Sustainable Development
GABEO,Aspen Park,Undetermined,,Community,Populated Place,UNP,4f16a952bedb11d892e2080020a0f4c9,50.638056,-97.029722,18-19-4-E,Manitoba,250000,1999-01-21,Manitoba-Sustainable Development
GABEY,Assineweetasataypawin,Undetermined,,Locality,Populated Place,UNP,509ecff8bedb11d892e2080020a0f4c9,52.193611,-96.418333,,Manitoba,50000,1978-09-08,Manitoba-Sustainable Development
GBGLA,Assiniboia,Undetermined,,Urban Community,Populated Place,VILG,6f8fb1bcbef611d892e2080020a0f4c9,49.858889,-97.259722,,Manitoba,50000,1993-12-24,Manitoba-Sustainable Development
GBGJJ,Assiniboia,Undetermined,,Urban Community,Populated Place,UNP,6be63298bef611d892e2080020a0f4c9,49.895833,-97.357222,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GBIUP,Assiniboine Corridor Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,84250e17bef711d892e2080020a0f4c9,49.618889,-99.32,33-7-14W,Manitoba,1000000,1994-01-28,Manitoba-Sustainable Development
GABFD,Assiniboine Gardens,Undetermined,,Industrial Area,Populated Place,UNP,50c7dbcabedb11d892e2080020a0f4c9,49.852222,-99.950556,,Manitoba,50000,1977-05-30,Manitoba-Sustainable Development
GABFI,Assiniview Park,Undetermined,,Neighbourhood,Populated Place,UNP,515b1b1dbedb11d892e2080020a0f4c9,49.848611,-99.979167,,Manitoba,50000,1977-05-30,Manitoba-Sustainable Development
GABFY,Athapap,Cree,,Community,Populated Place,UNP,53aad788bedb11d892e2080020a0f4c9,54.573889,-101.68278,31-64-28-W,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GBTFS,Atihkosanik Cree Nation,Undetermined,,Indian Reserve,Administrative Area,IR,d35d9b2b1ac04c798968010e4c8c47d7,55.3050984,-95.7442857,,Manitoba,50000,2017-03-09,Indigenous and Northern Affairs Canada
GABGB,Atik,Undetermined,,Locality,Populated Place,UNP,556817eabedb11d892e2080020a0f4c9,54.294167,-101.39417,23-61-27-W,Manitoba,50000,1948-01-06,Manitoba-Sustainable Development
GBLCM,Atikaki Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,3d67da2ebef911d892e2080020a0f4c9,51.5,-95.516667,29-14E,Manitoba,1000000,1986-01-02,Manitoba-Sustainable Development
GABGE,Atikameg Lake,Undetermined,,Railway Point,Populated Place,UNP,55842b6dbedb11d892e2080020a0f4c9,53.987222,-100.93472,3-58-24-W,Manitoba,250000,1950-04-06,Manitoba-Sustainable Development
GDADC,Atkinson Lake,Undetermined,,Indian Reserve,Administrative Area,IR,c23096e2f30143a1a42504a43ed4896a,55.9831665,-94.8548373,,Manitoba,50000,2019-03-28,Indigenous and Northern Affairs Canada
GDADD,Atkinson Lake A,Undetermined,,Indian Reserve,Administrative Area,IR,e737724ac3674a3394c47bf5c32302b6,55.9855156,-94.8804008,,Manitoba,50000,2019-03-28,Indigenous and Northern Affairs Canada
GDADW,Atkinson Lake B,Undetermined,,Indian Reserve,Administrative Area,IR,bd6e48e870994625b7e453e01eb5b550,55.976152,-94.761134,,Manitoba,50000,2019-03-28,Indigenous and Northern Affairs Canada
GDAEQ,Atkinson Lake C,Undetermined,,Indian Reserve,Administrative Area,IR,af48227bfa2345669d176adbe683a193,55.981307,-94.834611,,Manitoba,50000,2019-03-28,Indigenous and Northern Affairs Canada
GABIA,Aubigny,Undetermined,,Community,Populated Place,UNP,5a02d5debedb11d892e2080020a0f4c9,49.458056,-97.245833,,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GABIG,Austin,Undetermined,,Local Urban District,Populated Place,UNP,5a257913bedb11d892e2080020a0f4c9,49.950278,-98.936111,29-11-11-W,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GABJH,Aweme,Undetermined,,Locality,Populated Place,UNP,5c947d53bedb11d892e2080020a0f4c9,49.708611,-99.602778,32-8-16-W,Manitoba,50000,1952-01-17,Manitoba-Sustainable Development
GABJU,Babcock,Undetermined,,Locality,Populated Place,UNP,5dd7368ebedb11d892e2080020a0f4c9,49.468333,-98.45,11-6-8-W,Manitoba,50000,1946-12-03,Manitoba-Sustainable Development
GABKF,Back,Undetermined,,Railway Point,Populated Place,UNP,5f0fdda6bedb11d892e2080020a0f4c9,57.692222,-94.230833,,Manitoba,250000,1949-04-07,Manitoba-Sustainable Development
GABKL,Bacon Ridge,Undetermined,,Community,Populated Place,UNP,5f29320abedb11d892e2080020a0f4c9,51.005833,-99.006944,"23-11,12-W",Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GABKR,Baden,Undetermined,,Northern Community,Populated Place,UNP,5f510560bedb11d892e2080020a0f4c9,52.780278,-101.21583,7-44-26-W,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GABKU,Badger,Undetermined,,Community,Populated Place,UNP,6075af42bedb11d892e2080020a0f4c9,49.190278,-95.959167,6-3-12-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GABLM,Bagot,Undetermined,,Community,Populated Place,UNP,60b43eebbedb11d892e2080020a0f4c9,49.969167,-98.63,33-11-9-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GABLU,Baie St. Paul,Undetermined,,Parish,Administrative Area,GEOG,61bc3911bedb11d892e2080020a0f4c9,50.016667,-97.804167,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GABMJ,Bakers Narrows,Undetermined,,Locality,Populated Place,UNP,62f4920cbedb11d892e2080020a0f4c9,54.677222,-101.66028,5-66-28-W,Manitoba,1000000,1978-04-28,Manitoba-Sustainable Development
GBLCN,Bakers Narrows Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,3d7ce8cfbef911d892e2080020a0f4c9,54.671111,-101.675,65-28W,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GABMP,Balaton Beach,Undetermined,,Locality,Populated Place,UNP,630ef7e0bedb11d892e2080020a0f4c9,50.947778,-96.957222,32-22-4-E,Manitoba,250000,1978-08-21,Manitoba-Sustainable Development
GABNE,Baldur,Undetermined,,Local Urban District,Populated Place,UNP,6dd80bdabedb11d892e2080020a0f4c9,49.385278,-99.243889,13-5-14-W,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GABNG,Baldy,Undetermined,,Locality,Populated Place,UNP,6df1392cbedb11d892e2080020a0f4c9,54.726944,-100.485,19-66-20-W,Manitoba,50000,1999-02-19,Manitoba-Sustainable Development
GABOE,Balmoral,Undetermined,,Community,Populated Place,UNP,72e25367bedb11d892e2080020a0f4c9,50.256389,-97.318611,6-15-2-E,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GABOF,Balmy Beach,Undetermined,,Locality,Populated Place,UNP,7544fb88bedb11d892e2080020a0f4c9,49.355,-99.59,"32,5-4,5-16-W",Manitoba,250000,1976-12-23,Manitoba-Sustainable Development
GABOH,Balsam Bay,Undetermined,,Locality,Populated Place,UNP,7556d5d9bedb11d892e2080020a0f4c9,50.490556,-96.588611,32-17-7-E,Manitoba,250000,1999-02-19,Manitoba-Sustainable Development
GBLWJ,Balsam Harbour,Undetermined,,Community,Populated Place,UNP,72d0cbe0bef911d892e2080020a0f4c9,50.480278,-96.578056,"5-21,28-7W",Manitoba,50000,2003-11-19,Manitoba-Sustainable Development
GABPT,Baragar,Undetermined,,Locality,Populated Place,UNP,79526d8cbedb11d892e2080020a0f4c9,49.871111,-99.915833,30-10-18-W,Manitoba,50000,1999-02-19,Manitoba-Sustainable Development
GABQP,Barkfield,Undetermined,,Community,Populated Place,UNP,7cb76a8cbedb11d892e2080020a0f4c9,49.332778,-96.804444,31-4-6-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GABRE,Barnsley,Undetermined,,Locality,Populated Place,UNP,7e5e3cc4bedb11d892e2080020a0f4c9,49.591944,-97.99,30-7-4-W1,Manitoba,250000,1989-03-06,Manitoba-Sustainable Development
GDAFK,Barren Lands,Undetermined,,Indian Reserve,Administrative Area,IR,a012faed03c549728798cf9971e39830,57.085276,-101.968155,,Manitoba,50000,2019-10-04,Indigenous and Northern Affairs Canada
GABRP,Barrier Bay,Undetermined,,Locality,Populated Place,UNP,7ebc625abedb11d892e2080020a0f4c9,50.175833,-95.710833,"13,14-14-13-E",Manitoba,250000,1977-05-02,Manitoba-Sustainable Development
GABSE,Barrows,Undetermined,,Northern Community,Populated Place,UNP,804af1a3bedb11d892e2080020a0f4c9,52.829444,-101.44111,"27,34-44-28-W",Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GABTH,Basket Lake Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,8458d8dabedb11d892e2080020a0f4c9,51.816389,-99.051111,"32,33-11,12-W",Manitoba,1000000,1979-07-10,Manitoba-Sustainable Development
GABTP,Basswood,Undetermined,,Community,Populated Place,UNP,8481215ebedb11d892e2080020a0f4c9,50.301389,-100.03361,28-15-19-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GABUT,Bay Shore Heights,Undetermined,,Locality,Populated Place,UNP,8816a446bedb11d892e2080020a0f4c9,50.7875,-96.9925,4-21-4-E,Manitoba,250000,1978-08-21,Manitoba-Sustainable Development
GABUI,Bayend,Undetermined,,Locality,Populated Place,UNP,86f9c28dbedb11d892e2080020a0f4c9,51.248056,-99.025556,13-26-12-W,Manitoba,50000,1975-02-12,Manitoba-Sustainable Development
GABUS,Baynham,Undetermined,,Railway Point,Populated Place,UNP,87334925bedb11d892e2080020a0f4c9,49.315556,-96.2625,23-4-9-E,Manitoba,250000,1952-05-01,Manitoba-Sustainable Development
GABVA,Beach Junction,Undetermined,,Railway Point,Populated Place,UNP,882a5359bedb11d892e2080020a0f4c9,49.889167,-97.065278,,Manitoba,50000,1990-12-07,Manitoba-Sustainable Development
GDAER,Beach Lake,Undetermined,,Indian Reserve,Administrative Area,IR,b2f55121ff57498a809ce39b19b462f9,56.049882,-95.661679,,Manitoba,50000,2019-03-29,Indigenous and Northern Affairs Canada
GABVE,Beaconia,Undetermined,,Community,Populated Place,UNP,88385d1bbedb11d892e2080020a0f4c9,50.445556,-96.5575,15-17-7-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GABYD,Beaudry,Undetermined,,Locality,Populated Place,UNP,8d61c68bbedb11d892e2080020a0f4c9,49.858611,-97.496944,,Manitoba,250000,1999-02-19,Manitoba-Sustainable Development
GABYE,Beaudry Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,8d68081cbedb11d892e2080020a0f4c9,49.853889,-97.473333,,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GBGKE,Beaumont,Undetermined,,Neighbourhood,Populated Place,UNP,6e47542bbef611d892e2080020a0f4c9,49.844722,-97.159167,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GABYK,Beausejour,Undetermined,,Town,Populated Place,TOWN,8e5fae8fbedb11d892e2080020a0f4c9,50.062222,-96.516111,"12,13-7-E",Manitoba,7500000,1939-12-12,Manitoba-Sustainable Development
GABYY,Beaver,Undetermined,,Locality,Populated Place,UNP,8e753262bedb11d892e2080020a0f4c9,50.060556,-98.694167,31-12-9-W,Manitoba,250000,1970-08-26,Manitoba-Sustainable Development
GBKDF,Beaver Creek,Undetermined,,Locality,Populated Place,UNP,97d476eebef811d892e2080020a0f4c9,51.376111,-96.915278,12-28-4E,Manitoba,50000,1999-02-22,Manitoba-Sustainable Development
GBLCO,Beaver Creek Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,3d8f8670bef911d892e2080020a0f4c9,51.376389,-96.915556,28-4E,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GACBL,Bede,Undetermined,,Locality,Populated Place,UNP,923cc1cfbedb11d892e2080020a0f4c9,49.398889,-100.96861,"18,19-5-26-W",Manitoba,250000,1988-07-12,Manitoba-Sustainable Development
GACBN,Bedford,Undetermined,,Railway Point,Populated Place,UNP,92437890bedb11d892e2080020a0f4c9,49.3725,-96.321667,9-5-9-E,Manitoba,250000,1949-10-06,Manitoba-Sustainable Development
GACCK,Belcher,Undetermined,,Railway Point,Populated Place,UNP,938f5990bedb11d892e2080020a0f4c9,57.935278,-94.171667,,Manitoba,250000,1949-04-07,Manitoba-Sustainable Development
GBLBI,Bell Lake Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,36fe0290bef911d892e2080020a0f4c9,52.541667,-101.24139,41-27W,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GZACC,Bella Lake Exchange Lands,Undetermined,,Indian Reserve,Administrative Area,IR,a6c00858ffb111dda89a080020a0f4c9,53.884167,-94.552778,,Manitoba,50000,2007-07-31,Indigenous and Northern Affairs Canada
GACDD,Belleview,Undetermined,,Community,Populated Place,UNP,94a5ab9abedb11d892e2080020a0f4c9,49.604722,-100.85667,30-7-25-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GACDT,Bellsite,Undetermined,,Community,Populated Place,UNP,95b6cd82bedb11d892e2080020a0f4c9,52.594167,-101.05972,6-42-25-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GACDW,Belmont,Undetermined,,Local Urban District,Populated Place,UNP,95c80b94bedb11d892e2080020a0f4c9,49.409444,-99.456389,20-5-15-W,Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GACEJ,Bender,Undetermined,,Locality,Populated Place,UNP,96dd251dbedb11d892e2080020a0f4c9,50.684167,-97.478889,36-19-1-W,Manitoba,250000,2002-04-02,Manitoba-Sustainable Development
GACEN,Benito,Undetermined,,Village,Populated Place,VILG,96f036f0bedb11d892e2080020a0f4c9,51.913889,-101.54833,17-34-29-W,Manitoba,1000000,1962-04-25,Manitoba-Sustainable Development
GBLWB,Benyks Point,Undetermined,,Community,Populated Place,UNP,5f1c9dfbf13e11dda26d080020a0f4c9,51.5605554,-99.5605555,7-30-15W,Manitoba,50000,2003-06-12,Manitoba-Sustainable Development
GACFO,Berens River,Undetermined,,Northern Community,Populated Place,UNP,9919cdc2bedb11d892e2080020a0f4c9,52.365278,-97.029167,,Manitoba,7500000,1994-03-31,Manitoba-Sustainable Development
GBPET,Berens River 13,Undetermined,,Indian Reserve,Administrative Area,IR,e9f6864dbbe211d892e2080020a0f4c9,52.349167,-96.988889,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GACFS,Beresford,Undetermined,,Community,Populated Place,UNP,99200f53bedb11d892e2080020a0f4c9,49.730278,-100.19694,12-9-21-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GACGA,Bergen,Undetermined,,Railway Point,Populated Place,UNP,99334936bedb11d892e2080020a0f4c9,49.946944,-97.288333,29-11-2-E,Manitoba,50000,1952-05-01,Manitoba-Sustainable Development
GACGI,Berlo,Undetermined,,Locality,Populated Place,UNP,b0f8088dbedb11d892e2080020a0f4c9,50.743056,-97.099444,27-20-3-E,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GACGU,Bernic Lake,Undetermined,,Locality,Populated Place,UNP,bcfad504bedb11d892e2080020a0f4c9,50.429167,-95.4525,15-17-15-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GACGQ,Bernice,Undetermined,,Locality,Populated Place,UNP,bcaed7e2bedb11d892e2080020a0f4c9,49.396111,-100.875,14-5-26-W,Manitoba,50000,1988-07-12,Manitoba-Sustainable Development
GBIRR,Bernice Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,78d95c6abef711d892e2080020a0f4c9,49.380556,-100.85556,12-5-26W,Manitoba,1000000,1994-01-14,Manitoba-Sustainable Development
GACHX,Bethany,Undetermined,,Community,Populated Place,UNP,c3453eb1bedb11d892e2080020a0f4c9,50.3125,-99.75,28-15-17-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GACID,Betula Lake,Undetermined,,Locality,Populated Place,UNP,c3a9cce5bedb11d892e2080020a0f4c9,50.068333,-95.578611,13-14-E,Manitoba,250000,1973-11-26,Manitoba-Sustainable Development
