CGNDB ID,Geographical Name,Language,Syllabic Form,Generic Term,Generic Category,Concise Code,Toponymic Feature ID,Latitude,Longitude,Location,Province - Territory,Relevance at Scale,Decision Date,Source
GBSPT,Sisipuk Sakahegan (B),Undetermined,,Indian Reserve,Administrative Area,IR,8b62e91cef7542538c5378c4be3c96e4,55.73275,-101.821281,,Manitoba,50000,2010-03-03,Indigenous and Northern Affairs Canada
GBSPU,Sisipuk Sakahegan (C),Undetermined,,Indian Reserve,Administrative Area,IR,43a2b3bddbf540699fbf2216a2b9a882,55.718342,-101.730804,,Manitoba,50000,2010-03-03,Indigenous and Northern Affairs Canada
GAZLB,Skelding,Undetermined,,Locality,Populated Place,UNP,0c398969bef211d892e2080020a0f4c9,49.933611,-98.423611,19-11-7-W,Manitoba,50000,1999-02-19,Manitoba-Sustainable Development
GAZLS,Skownan,Undetermined,,Locality,Populated Place,UNP,0d83bcb6bef211d892e2080020a0f4c9,51.989722,-99.587778,34-16-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAZMK,Skylake,Undetermined,,Locality,Populated Place,UNP,0edb0f66bef211d892e2080020a0f4c9,50.846944,-97.366111,35-21-1-E,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GAZMW,Slate Lake,Undetermined,,Locality,Populated Place,UNP,0fef177ebef211d892e2080020a0f4c9,50.716667,-95.183333,20-17-E,Manitoba,250000,1950-12-31,Manitoba-Sustainable Development
GAZNC,Slave Falls,Undetermined,,Locality,Populated Place,UNP,1010d053bef211d892e2080020a0f4c9,50.227778,-95.564444,2-15-14-E,Manitoba,250000,1933-12-31,Manitoba-Sustainable Development
GBLQH,Sleeve Lake Game Bird Refuge,Undetermined,,Refuge,Administrative Area,PARK,650993b2bef911d892e2080020a0f4c9,51.081944,-97.976111,17-24-4W,Manitoba,1000000,2000-12-05,Manitoba-Sustainable Development
GAZNM,Sleeve Lake Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,110df507bef211d892e2080020a0f4c9,50.999722,-97.950278,"23-3,4-W",Manitoba,1000000,1978-08-21,Manitoba-Sustainable Development
GAZOS,Smart,Undetermined,,Railway Point,Populated Place,UNP,135c2adabef211d892e2080020a0f4c9,50.001944,-100.05056,7-12-19-W,Manitoba,50000,1999-04-15,Manitoba-Sustainable Development
GAZPE,Smith Hill,Undetermined,,Locality,Populated Place,UNP,13982273bef211d892e2080020a0f4c9,49.088611,-99.550556,4-2-16-W1,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAZPN,Smiths,Undetermined,,Locality,Populated Place,UNP,14aec29bbef211d892e2080020a0f4c9,49.353889,-97.501667,35-4-1-W,Manitoba,250000,1999-02-19,Manitoba-Sustainable Development
GAZRZ,Snow Lake,Undetermined,,Town,Populated Place,TOWN,37c43c93bef211d892e2080020a0f4c9,54.878889,-100.03667,,Manitoba,7500000,1976-09-21,Manitoba-Sustainable Development
GAZRS,Snowflake,Undetermined,,Community,Populated Place,UNP,3602684fbef211d892e2080020a0f4c9,49.0475,-98.659167,19-1-9-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAZTH,Solsgirth,Undetermined,,Community,Populated Place,UNP,3b9c46b8bef211d892e2080020a0f4c9,50.490278,-100.91389,30-17-25-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAZTM,Somerset,Undetermined,,Village,Populated Place,VILG,3bc9231bbef211d892e2080020a0f4c9,49.412222,-98.660556,20-5-9-W,Manitoba,1000000,1946-12-03,Manitoba-Sustainable Development
GAZTQ,Somme,Undetermined,,Locality,Populated Place,UNP,3bf9a8febef211d892e2080020a0f4c9,49.031389,-96.324167,16-1-9-E,Manitoba,250000,1976-07-08,Manitoba-Sustainable Development
GAZTR,Sommerfeld,Undetermined,,Community,Populated Place,UNP,3c0a23bfbef211d892e2080020a0f4c9,49.071944,-97.448333,30-1-1-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAZUK,Souris,Undetermined,,Town,Populated Place,TOWN,3f836c0dbef211d892e2080020a0f4c9,49.617222,-100.26028,"7,8-21-W",Manitoba,7500000,1955-01-20,Manitoba-Sustainable Development
GBISF,Souris River Bend Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,7b70f748bef711d892e2080020a0f4c9,49.488889,-99.85,21-6-18W,Manitoba,1000000,1994-01-14,Manitoba-Sustainable Development
GBSLR,South Atikaki Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,454d2f43bef911d892e2080020a0f4c9,51.04944,-95.33611,,Manitoba,1000000,2012-07-27,Manitoba-Sustainable Development
GAZVI,South Beach,Undetermined,,Community,Populated Place,UNP,41b7d84dbef211d892e2080020a0f4c9,50.6225,-96.987778,9-19-4-E,Manitoba,50000,1978-07-24,Manitoba-Sustainable Development
GAZVH,South Beach,Undetermined,,Locality,Populated Place,UNP,41a69a3cbef211d892e2080020a0f4c9,49.883056,-95.537222,31-10-15-E,Manitoba,250000,1970-01-27,Manitoba-Sustainable Development
GAZWN,South Cypress,Undetermined,,Rural Municipality,Administrative Area,MUN2,43d6729abef211d892e2080020a0f4c9,49.666389,-99.329444,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAZXI,South Headingley,Undetermined,,Neighbourhood,Populated Place,UNP,463ee728bef211d892e2080020a0f4c9,49.863333,-97.421944,,Manitoba,250000,1974-02-18,Manitoba-Sustainable Development
GAZXJ,South Indian Lake,Undetermined,,Northern Community,Populated Place,UNP,4769d299bef211d892e2080020a0f4c9,56.780278,-98.930278,,Manitoba,7500000,1994-03-31,Manitoba-Sustainable Development
GAZXO,South Junction,Undetermined,,Community,Populated Place,UNP,4798d1dcbef211d892e2080020a0f4c9,49.040556,-95.765556,15-1-13-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAZXS,South Knife Lake,Undetermined,,Locality,Populated Place,UNP,47c252dfbef211d892e2080020a0f4c9,58.220556,-96.351667,,Manitoba,250000,1974-11-08,Manitoba-Sustainable Development
GAZYQ,South Norfolk,Undetermined,,Rural Municipality,Administrative Area,MUN2,4ae4eeb0bef211d892e2080020a0f4c9,49.665,-98.600278,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GBGJQ,South Point Douglas,Undetermined,,Neighbourhood,Populated Place,UNP,6d0d748fbef611d892e2080020a0f4c9,49.902778,-97.123056,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GAZZM,South River Heights,Undetermined,,Neighbourhood,Populated Place,UNP,4b61bfd9bef211d892e2080020a0f4c9,49.857222,-97.185833,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GBFPA,South St. Vital,Undetermined,,Neighbourhood,Populated Place,UNP,4291c0c2bef611d892e2080020a0f4c9,49.821667,-97.096944,,Manitoba,50000,1986-04-15,Manitoba-Sustainable Development
GBAAB,South Transcona,Undetermined,,Neighbourhood,Populated Place,UNP,4d0584d4bef211d892e2080020a0f4c9,49.878611,-97.003611,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GBGKB,South Tuxedo,Undetermined,,Neighbourhood,Populated Place,UNP,6e346868bef611d892e2080020a0f4c9,49.8525,-97.217222,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GBGJX,Southboine,Undetermined,,Neighbourhood,Populated Place,UNP,6d2f0654bef611d892e2080020a0f4c9,49.862778,-97.300833,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GAZWO,Southdale,Undetermined,,Neighbourhood,Populated Place,UNP,44023d8bbef211d892e2080020a0f4c9,49.849722,-97.071111,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GBFOZ,Southglen,Undetermined,,Neighbourhood,Populated Place,UNP,428b5821bef611d892e2080020a0f4c9,49.821111,-97.088333,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GAZZE,Southport,Undetermined,,Community,Populated Place,UNP,4b5b3028bef211d892e2080020a0f4c9,49.918056,-98.273611,18-11-6-W,Manitoba,50000,1992-12-23,Manitoba-Sustainable Development
GBAAS,Southwood,Undetermined,,Neighbourhood,Populated Place,UNP,4f40a7d1bef211d892e2080020a0f4c9,49.816944,-97.147222,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GBABC,Spearhill,Undetermined,,Community,Populated Place,UNP,4f6dd258bef211d892e2080020a0f4c9,51.319167,-98.349722,23-27-7-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBGAO,Spence Lake,Undetermined,,Northern Community,Populated Place,UNP,62bee787bef611d892e2080020a0f4c9,51.582778,-99.575833,"30-15,16-W1",Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GBACH,Sperling,Undetermined,,Community,Populated Place,UNP,5201277dbef211d892e2080020a0f4c9,49.508056,-97.704722,29-6-2-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBACU,Split Lake,Undetermined,,Community,Populated Place,UNP,532d4b75bef211d892e2080020a0f4c9,56.245278,-96.093889,,Manitoba,7500000,1994-03-31,Manitoba-Sustainable Development
GBACV,Split Lake,Undetermined,,Locality,Populated Place,UNP,5333db26bef211d892e2080020a0f4c9,56.016667,-95.826667,16-81-11-E,Manitoba,250000,1999-02-19,Manitoba-Sustainable Development
GBPHP,Split Lake 171,Undetermined,,Indian Reserve,Administrative Area,IR,ecccd710bbe211d892e2080020a0f4c9,56.233056,-96.197222,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GBPHR,Split Lake 171A,Undetermined,,Indian Reserve,Administrative Area,IR,ecd8bdf2bbe211d892e2080020a0f4c9,56.200556,-96.088333,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GBPHQ,Split Lake 171B,Undetermined,,Indian Reserve,Administrative Area,IR,ecd318a1bbe211d892e2080020a0f4c9,56.105278,-96.173056,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GBADH,Sprague,Undetermined,,Community,Populated Place,UNP,5461108cbef211d892e2080020a0f4c9,49.035278,-95.639167,15-1-14-E,Manitoba,7500000,1994-03-31,Manitoba-Sustainable Development
GBAEX,Spring Well,Undetermined,,Locality,Populated Place,UNP,55ca1680bef211d892e2080020a0f4c9,50.321111,-96.260278,34-15-9-E,Manitoba,250000,1949-10-06,Manitoba-Sustainable Development
GBAEA,Springfield,Undetermined,,Rural Municipality,Administrative Area,MUN2,54a67e06bef211d892e2080020a0f4c9,49.916667,-96.75,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GBAEE,Springfield Heights,Undetermined,,Neighbourhood,Populated Place,UNP,558bfc07bef211d892e2080020a0f4c9,49.932222,-97.045,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GBAEF,Springhill,Undetermined,,Locality,Populated Place,UNP,559327f8bef211d892e2080020a0f4c9,50.288056,-99.583056,23-15-16-W,Manitoba,250000,1994-06-27,Manitoba-Sustainable Development
GBAER,Springstein,Undetermined,,Community,Populated Place,UNP,55bcf71ebef211d892e2080020a0f4c9,49.805,-97.499444,2-10-1-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBLCE,Springwater Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,3b8f70a6bef911d892e2080020a0f4c9,51.858333,-100.58861,33-23W,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GBAFF,Spruce Bay Heights,Undetermined,,Community,Populated Place,UNP,72359113849c214a1f5263346a05f0c1,50.791111,-96.981111,9-21-4-E,Manitoba,250000,1999-01-21,Manitoba-Sustainable Development
GBHNR,Spruce Bluff,Undetermined,,Locality,Populated Place,UNP,a8b006cdbef611d892e2080020a0f4c9,51.153889,-100.15556,"11,12,13,14-25-20-W1",Manitoba,50000,1988-12-07,Manitoba-Sustainable Development
GBAFK,Spruce Creek,Undetermined,,Locality,Populated Place,UNP,56ecc497bef211d892e2080020a0f4c9,51.095556,-100.20083,21-24-20-W,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GBAGQ,Spruce Sands,Undetermined,,Locality,Populated Place,UNP,59d390ebbef211d892e2080020a0f4c9,50.785,-96.984444,4-21-4-E,Manitoba,250000,1978-08-21,Manitoba-Sustainable Development
GBAGS,Spruce Siding,Undetermined,,Locality,Populated Place,UNP,59d9d27cbef211d892e2080020a0f4c9,49.723889,-96.042778,9-9-11-E,Manitoba,250000,1976-08-04,Manitoba-Sustainable Development
GBLRR,Spruce Woods Provincial Forest,Undetermined,,Provincial Forest,Administrative Area,PARK,68acab2bbef911d892e2080020a0f4c9,49.777222,-99.350278,30-9-14W,Manitoba,1000000,2000-09-11,Manitoba-Sustainable Development
GBAGX,Spruce Woods Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,59e89f8ebef211d892e2080020a0f4c9,49.709444,-99.097222,,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GBISG,Spruce Woods Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,7b82d199bef711d892e2080020a0f4c9,49.656111,-99.187222,16-8-13W,Manitoba,1000000,1994-01-14,Manitoba-Sustainable Development
GBLPM,Spruce Woods Wildlife Refuge,Undetermined,,Wildlife Refuge,Administrative Area,PARK,624199fdbef911d892e2080020a0f4c9,49.839444,-99.541111,14-10-16W,Manitoba,1000000,2000-12-05,Manitoba-Sustainable Development
GBAGW,Sprucewoods,Undetermined,,Community,Populated Place,UNP,59e0d75dbef211d892e2080020a0f4c9,49.820556,-99.651667,10-17-W,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GAXXX,St-Georges,Undetermined,,Community,Populated Place,UNP,92d3a891bef111d892e2080020a0f4c9,50.539444,-96.148889,16-18-10-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAXYN,St-Lazare,Undetermined,,Village,Populated Place,VILG,9674c42fbef111d892e2080020a0f4c9,50.448889,-101.30417,17-17-28-W,Manitoba,1000000,1977-11-18,Manitoba-Sustainable Development
GBGDO,St-Pierre-Jolys,Undetermined,,Village,Populated Place,VILG,6bd542a6bef611d892e2080020a0f4c9,49.440278,-96.984444,,Manitoba,1000000,1988-05-30,Manitoba-Sustainable Development
GAXWK,St. Adolphe,Undetermined,,Community,Populated Place,UNP,8e97d380bef111d892e2080020a0f4c9,49.674444,-97.110556,,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GAXWM,St. Alphonse,Undetermined,,Community,Populated Place,UNP,8ea4f2e2bef111d892e2080020a0f4c9,49.435278,-99.003056,34-5-12-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAXWN,St. Ambroise,Undetermined,,Community,Populated Place,UNP,8eab3473bef111d892e2080020a0f4c9,50.257222,-98.036111,11-15-5-W,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GBLDK,St. Ambroise Beach Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,42009c46bef911d892e2080020a0f4c9,50.275833,-98.074167,15-5W,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GAXWP,St. Ambroise Game Bird Refuge,Undetermined,,Refuge,Administrative Area,PARK,8eb14ef4bef111d892e2080020a0f4c9,50.271389,-98.081389,,Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GBPLI,St. Andrew's Rectory National Historic Site of Canada,Undetermined,,National Historic Site,Administrative Area,PARK,3e508693ba3411d892e2080020a0f4c9,50.066667,-96.976389,,Manitoba,1000000,2001-01-12,Parks Canada
GBITY,St. Andrews,Undetermined,,Parish,Administrative Area,GEOG,81709c6cbef711d892e2080020a0f4c9,50.068056,-96.975,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GAXWS,St. Andrews,Undetermined,,Locality,Populated Place,UNP,8fcde287bef111d892e2080020a0f4c9,50.071389,-96.983333,,Manitoba,250000,1952-10-02,Manitoba-Sustainable Development
GAXWR,St. Andrews,Undetermined,,Rural Municipality,Administrative Area,MUN2,8fc66876bef111d892e2080020a0f4c9,50.25,-97,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAXWT,St. Boniface,Undetermined,,Urban Community,Populated Place,UNP,8fd50e78bef111d892e2080020a0f4c9,49.875,-97.079722,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GBITF,St. Boniface,Undetermined,,Parish,Administrative Area,GEOG,7f2d8a2ebef711d892e2080020a0f4c9,49.901111,-97.1375,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GAXWU,St. Boniface Industrial Area,Undetermined,,Industrial Area,Populated Place,UNP,8fdcd6a9bef111d892e2080020a0f4c9,49.886111,-97.087222,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GBFPB,St. Boniface Industrial Park,Undetermined,,Industrial Area,Populated Place,UNP,4297db43bef611d892e2080020a0f4c9,49.879167,-97.049444,,Manitoba,50000,1986-04-15,Manitoba-Sustainable Development
GAXWV,St. Charles,Undetermined,,Neighbourhood,Populated Place,UNP,8fe4c5eabef111d892e2080020a0f4c9,49.878056,-97.318611,,Manitoba,50000,1952-05-01,Manitoba-Sustainable Development
GBITG,St. Charles,Undetermined,,Parish,Administrative Area,GEOG,7f41122fbef711d892e2080020a0f4c9,49.867778,-97.291667,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GAXWX,St. Claude,Undetermined,,Village,Populated Place,VILG,8ff1e54cbef111d892e2080020a0f4c9,49.658611,-98.341667,15-8-7-W,Manitoba,1000000,1933-12-31,Manitoba-Sustainable Development
GBITZ,St. Clements,Undetermined,,Parish,Administrative Area,GEOG,819d9fddbef711d892e2080020a0f4c9,50.131944,-96.867778,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GAXWY,St. Clements,Undetermined,,Rural Municipality,Administrative Area,MUN2,8ff7ffcdbef111d892e2080020a0f4c9,50.164167,-96.750556,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAXXS,St. Eustache,Undetermined,,Community,Populated Place,UNP,92a370ccbef111d892e2080020a0f4c9,49.975278,-97.78,"2,3-12-3-W",Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GAXXU,St. François Xavier,Undetermined,,Community,Populated Place,UNP,92bc770ebef111d892e2080020a0f4c9,49.912778,-97.541667,,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBIUA,St. François Xavier,Undetermined,,Parish,Administrative Area,GEOG,82eae05ebef711d892e2080020a0f4c9,49.913889,-97.55,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GAXXT,St. François Xavier,Undetermined,,Rural Municipality,Administrative Area,MUN2,92b65c8dbef111d892e2080020a0f4c9,49.916667,-97.674444,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAXXY,St. Germain,Undetermined,,Neighbourhood,Populated Place,UNP,92da1132bef111d892e2080020a0f4c9,49.769167,-97.127778,,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBLWA,St. Germain South,Undetermined,,Community,Populated Place,UNP,72acf02bbef911d892e2080020a0f4c9,49.722222,-97.088333,,Manitoba,50000,2002-12-18,Manitoba-Sustainable Development
GBITH,St. James,Undetermined,,Parish,Administrative Area,GEOG,7f507b80bef711d892e2080020a0f4c9,49.900556,-97.141667,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GBGMO,St. James,Undetermined,,Urban Community,Populated Place,UNP,7bd5539abef611d892e2080020a0f4c9,49.885833,-97.242778,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GAXYB,St. James Industrial Area,Undetermined,,Industrial Area,Populated Place,UNP,92e052c3bef111d892e2080020a0f4c9,49.908611,-97.204167,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GAXYC,St. James Junction,Undetermined,,Railway Point,Populated Place,UNP,94392c04bef111d892e2080020a0f4c9,49.848889,-97.196389,,Manitoba,50000,1974-02-18,Manitoba-Sustainable Development
GAXYD,St. Jean Baptiste,Undetermined,,Local Urban District,Populated Place,UNP,9443b355bef111d892e2080020a0f4c9,49.265556,-97.339722,"3,4-1-E",Manitoba,1000000,1998-11-30,Manitoba-Sustainable Development
GBITI,St. John,Undetermined,,Parish,Administrative Area,GEOG,7f667481bef711d892e2080020a0f4c9,49.907222,-97.154167,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GAXYF,St. Johns,Undetermined,,Neighbourhood,Populated Place,UNP,95e63fc7bef111d892e2080020a0f4c9,49.925,-97.133333,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GAXYH,St. Joseph,Undetermined,,Community,Populated Place,UNP,960400f9bef111d892e2080020a0f4c9,49.133611,-97.390556,"21,22-2-1-E",Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAXYI,St. Labre,Undetermined,,Community,Populated Place,UNP,962b10fabef111d892e2080020a0f4c9,49.332778,-96.035278,"27,28-4-11-E",Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBITD,St. Laurent,Undetermined,,Parish,Administrative Area,GEOG,7f1b88cdbef711d892e2080020a0f4c9,50.389444,-97.931389,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GAXYL,St. Laurent,Undetermined,,Rural Municipality,Administrative Area,MUN2,965973fdbef111d892e2080020a0f4c9,50.333333,-97.833333,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAXYM,St. Laurent,Undetermined,,Community,Populated Place,UNP,966ab20ebef111d892e2080020a0f4c9,50.412778,-97.940833,16-4-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAXYO,St. Leon,Undetermined,,Local Urban District,Populated Place,UNP,967d28a0bef111d892e2080020a0f4c9,49.363611,-98.589444,3-5-9-W,Manitoba,250000,1998-11-30,Manitoba-Sustainable Development
GAXYQ,St. Lupicin,Undetermined,,Locality,Populated Place,UNP,978ceaf2bef111d892e2080020a0f4c9,49.458611,-98.476389,9-6-8-W,Manitoba,250000,1946-12-03,Manitoba-Sustainable Development
GBSLK,St. Malo,Undetermined,,Local Urban District,Populated Place,UNP,979639c3bef111d892e2080020a0f4c9,49.317222,-96.948889,,Manitoba,7500000,2011-05-27,Manitoba-Sustainable Development
GBLDL,St. Malo Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,42391167bef911d892e2080020a0f4c9,49.319722,-96.928333,4-4E,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GBHAQ,St. Malo Settlement,Undetermined,,Settlement,Administrative Area,GEOG,90ee2d6cbef611d892e2080020a0f4c9,49.330556,-96.95,"4,5-4E",Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GBISD,St. Malo Wildlife Management Area,Undetermined,,Wildlife Management Area,Administrative Area,PARK,7b3a7df6bef711d892e2080020a0f4c9,49.271944,-96.911389,6-4-5E,Manitoba,1000000,1994-01-14,Manitoba-Sustainable Development
GAXYU,St. Marks,Undetermined,,Community,Populated Place,UNP,97a66665bef111d892e2080020a0f4c9,50.196944,-98.057222,22-14-5-W,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GAXYW,St. Martin,Undetermined,,Community,Populated Place,UNP,97b47027bef111d892e2080020a0f4c9,51.719167,-98.686944,4-32-9-W,Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GAXYY,St. Martin Junction,Undetermined,,Community,Populated Place,UNP,97c5ae39bef111d892e2080020a0f4c9,51.711389,-98.735,"31,32-9,10-W",Manitoba,50000,1994-03-31,Manitoba-Sustainable Development
GAXZA,St. Martin Station,Undetermined,,Post Office,Populated Place,UNP,97e2fa3bbef111d892e2080020a0f4c9,51.718611,-98.685278,4-32-9-W,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAXZF,St. Norbert,Undetermined,,Neighbourhood,Populated Place,UNP,992935dfbef111d892e2080020a0f4c9,49.766389,-97.147222,,Manitoba,250000,1989-11-20,Manitoba-Sustainable Development
GBIUB,St. Norbert,Undetermined,,Parish,Administrative Area,GEOG,832ca44fbef711d892e2080020a0f4c9,49.732222,-97.138889,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GBLDM,St. Norbert Provincial Park,Undetermined,,Provincial Park,Administrative Area,PARK,42a4a478bef911d892e2080020a0f4c9,49.754722,-97.142222,9-3E,Manitoba,1000000,1997-06-11,Manitoba-Sustainable Development
GAXZI,St. Ouens,Undetermined,,Community,Populated Place,UNP,99325da0bef111d892e2080020a0f4c9,50.050278,-96.451667,33-12-8-E,Manitoba,250000,1994-03-31,Manitoba-Sustainable Development
GBITT,St. Pauls,Undetermined,,Parish,Administrative Area,GEOG,814c4b8abef711d892e2080020a0f4c9,49.995833,-97.047222,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GBIUC,St. Peters,Undetermined,,Parish,Administrative Area,GEOG,836c1e50bef711d892e2080020a0f4c9,50.202778,-96.840278,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GBPHH,St. Peters Fishing Station 1A,Undetermined,,Indian Reserve,Administrative Area,IR,eca4195dbbe211d892e2080020a0f4c9,50.405,-96.9,,Manitoba,50000,1998-09-18,Indigenous and Northern Affairs Canada
GAXZQ,St. Pierre Sud,Undetermined,,Locality,Populated Place,UNP,9953a145bef111d892e2080020a0f4c9,49.379167,-96.984167,10-5-4-E,Manitoba,250000,1976-07-08,Manitoba-Sustainable Development
GAXZR,St. Raymond,Undetermined,,Locality,Populated Place,UNP,995a30f6bef111d892e2080020a0f4c9,49.618056,-96.588056,33-7-7-E,Manitoba,250000,1976-08-04,Manitoba-Sustainable Development
GAXZT,St. Theresa Point,Undetermined,,Northern Community,Populated Place,UNP,9a42bc37bef111d892e2080020a0f4c9,53.831667,-94.848611,,Manitoba,7500000,1994-03-31,Manitoba-Sustainable Development
GBPJZ,St. Theresa Point,Undetermined,,Indian Reserve,Administrative Area,IR,eecf8513bbe211d892e2080020a0f4c9,53.8125,-94.918056,,Manitoba,50000,1998-10-01,Indigenous and Northern Affairs Canada
GAXZV,St. Vital,Undetermined,,Urban Community,Populated Place,UNP,9a50ed09bef111d892e2080020a0f4c9,49.805556,-97.084722,,Manitoba,50000,1989-11-20,Manitoba-Sustainable Development
GBITJ,St. Vital,Undetermined,,Parish,Administrative Area,GEOG,7f7a98c2bef711d892e2080020a0f4c9,49.822222,-97.1625,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
GBAIG,Stall Lake,Undetermined,,Locality,Populated Place,UNP,5c0cb81ebef211d892e2080020a0f4c9,54.856389,-99.94,2-68-17-W,Manitoba,250000,1999-02-19,Manitoba-Sustainable Development
GBAIT,Stanley,Undetermined,,Rural Municipality,Administrative Area,MUN2,5c348b74bef211d892e2080020a0f4c9,49.168611,-98.085833,,Manitoba,50000,1933-12-31,Manitoba-Sustainable Development
GAADN,Stanley Centennial Park,Undetermined,,Municipal Park,Administrative Area,PARK,0e69f63bbedb11d892e2080020a0f4c9,49.146667,-98.195833,NW 22-2-6-W1,Manitoba,1000000,1983-01-19,Manitoba-Sustainable Development
GBAJO,Star Lake,Undetermined,,Locality,Populated Place,UNP,5e4b0f75bef211d892e2080020a0f4c9,49.755833,-95.236111,9-17-E,Manitoba,250000,1973-11-26,Manitoba-Sustainable Development
GBAJK,Starbuck,Undetermined,,Community,Populated Place,UNP,5d5f76f1bef211d892e2080020a0f4c9,49.772222,-97.617222,"25,26-9-2-W",Manitoba,1000000,1994-03-31,Manitoba-Sustainable Development
GBHKB,Ste-Geneviève,Undetermined,,Locality,Populated Place,UNP,a4bcac79bef611d892e2080020a0f4c9,49.743611,-96.524167,"13,14-9-7-E",Manitoba,250000,1952-05-01,Manitoba-Sustainable Development
GBITO,Ste. Agathe,Undetermined,,Parish,Administrative Area,GEOG,80dfce15bef711d892e2080020a0f4c9,49.318056,-97.325,,Manitoba,50000,1994-01-19,Manitoba-Sustainable Development
