,name,source_facility_type,source_id,capacity,facility_type,city,full_address,postal_code,provider
2284,BANFF CHILD CARE CENTRE,DAY CARE PROGRAM,BB8E66177465CBCFF3E1D79C21C9027E,82,Day Care,BANFF,349 BIG HORN ST.,T1L1B4,Province of Alberta
2285,B-SMART LEARNING CENTER INC.,PRE-SCHOOL PROGRAM,C271508576C3DFAD28262FE3301AA361,40,Day Care,EDMONTON,13639 66 STREET,T5C0B8,Province of Alberta
2286,BAMBI CHILD CARE,DAY CARE PROGRAM,C6A818091AB63ADFC614923D2AF1D6E2,61,Day Care,CALGARY,10503 OAKMOOR WAY SW,T2W2C8,Province of Alberta
2289,KLARVATTEN PLAZA DAYCARE,DAY CARE PROGRAM,D519A0A3DEBA3BC3C5F0EEE8E8BA4761,62,Day Care,EDMONTON,16717 84 STREET,T5Z0P9,Province of Alberta
2290,QUATRE SAISONS PRESCHOOL,PRE-SCHOOL PROGRAM,D5530E8783E86CC32009F3DEB25CBD7F,23,Day Care,LAC LA BICHE,10309-102 AVE,T0A2C0,Province of Alberta
2292,KLARVATTEN PLAZA OSC,OUT OF SCHOOL CARE PROGRAM,DF540722BC7CB82B0F08E0D0703A4866,20,Day Care,EDMONTON,16717 84 STREET,T5Z0P9,Province of Alberta
2294,BAWLF OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,E5B89031FE88A58ED5CA6E0FAD19D914,18,Day Care,BAWLF,201 MACRAE STREET,T0B0J0,Province of Alberta
2295,THE LEARNING SAFARI PRESCHOOL,PRE-SCHOOL PROGRAM,F6050401F5B8E9709E47E6B6C5B310C4,20,Day Care,SHERWOOD PARK,BSMT 2 PRIMROSE BLVD,T8H1G2,Province of Alberta
2296,SHAN'Z CHILD CARE,GROUP FAMILY CHILD CARE PROGRAM,F90A5164CF4B9D50E91C59148392C37E,10,Home,CALGARY,74 EVANSMEADE CIRCLE NW,T3P1B8,Province of Alberta
2297,GREENFIELD (SHAUNA MAE SENECA) SCHOOL AGE PROGRAM,OUT OF SCHOOL CARE PROGRAM,FABCE74D0A5E482A0895778CC481E91D,51,Day Care,EDMONTON,2130 WONNACOTT WAY SW,T6X2C1,Province of Alberta
2300,MAHOGANY LEARNING CENTRE,OUT OF SCHOOL CARE PROGRAM,FECAE905079AD55FCF61E2ED96A35708,65,Day Care,CALGARY,"#160, 4 MAHOGANY ROW SE",T3M0T2,Province of Alberta
2302,ANN'S AFTER SCHOOL,OUT OF SCHOOL CARE PROGRAM,1159934E7460EB0800073AEB8C4E3EE3,134,Day Care,FORT SASKATCHEWAN,9818 102 STREET,T8L2C2,Province of Alberta
2303,LITTLE FLOWERS OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,158C22B49CE2977C24A6305856DCD50C,20,Day Care,EDMONTON,2304 38 STREET,T6L4K9,Province of Alberta
2306,LITTLE FLOWERS PRESCHOOL,PRE-SCHOOL PROGRAM,195630B802160A503E7EE977CE2D24B0,20,Day Care,EDMONTON,2304 38 STREET,T6L4K9,Province of Alberta
2307,EDSON OUT OF SCHOOL CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,2D8D7CF14043C90981500B422A349769,25,Day Care,EDSON,5501-3RD AVENUE,T7E1L5,Province of Alberta
2308,KIDS R FUN PRESCHOOL AND OUT OF SCHOOL CARE,PRE-SCHOOL PROGRAM,429AA8271816EB2B49118D3C2A3D8700,24,Day Care,CALGARY,"#102, 1000 - 8 AVE SW",T2P3M7,Province of Alberta
2309,JOSO'S PLAY AND LEARN CENTRE-CREEKSIDE,DAY CARE PROGRAM,492A6810E74EFD9332A2BB1E1D4D0DD7,45,Day Care,CALGARY,UNIT 100-12018 SYMONS VALLEY RD. NW,T3P0A3,Province of Alberta
2310,JOSO'S PLAY AND LEARN CENTRE-CREEKSIDE,PRE-SCHOOL PROGRAM,4B37CC25B8055D53FE797871B077B13D,25,Day Care,CALGARY,UNIT 100-12018 SYMONS VALLEY RD. NW,T3H0L3,Province of Alberta
2311,KIDS & COMPANY - COCHRANE,DAY CARE PROGRAM,4E6C137771BC782249DFE6B6FDA2A50D,131,Day Care,COCHRANE,633 - 101 SUNSET DR.,T4C0W8,Province of Alberta
2312,KIDS PARADISE DAYCARE,DAY CARE PROGRAM,53EAD94D3FDE3BAF4E3871823975B3B2,57,Day Care,ST. ALBERT,6-8 76 GROSVENOR BLVD,T8N2Y8,Province of Alberta
2316,LITTLE FLOWERS DAY CARE,DAY CARE PROGRAM,615EADA5F413AF84AD9ACA7DECA3F130,56,Day Care,EDMONTON,2304 38 STREET,T6L4K9,Province of Alberta
2317,FOOTPRINTS FOR LEARNING PRESCHOOL,DAY CARE PROGRAM,67A9E26025784EC59820C81EC2BA80BF,24,Day Care,AIRDRIE,101 2926 KINGSVIEW BLVD SE,T4A0C9,Province of Alberta
2318,EDSON EARLY LEARNING & CHILD CARE,DAY CARE PROGRAM,703B5F4374FC33C6D227A85A8E3DAD4A,76,Day Care,EDSON,5501-3RD AVENUE,T7E1L5,Province of Alberta
2320,AVONMORE COMMUNITY PLAYSCHOOL,PRE-SCHOOL PROGRAM,73678BC1DDDB89FCB99FC1D62CD9906F,24,Day Care,EDMONTON,7902 - 73 AVENUE,T6C0C5,Province of Alberta
2321,ANN'S DAY CARE LTD.,DAY CARE PROGRAM,739D2340E024EAB167A68F4600B2D09D,80,Day Care,FORT SASKATCHEWAN,9811 101 STREET,T8L1V5,Province of Alberta
2323,KIDS R FUN PRESCHOOL AND OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,83A497426DEC4EFDBA5D8EE37BCF2B66,60,Day Care,CALGARY,"#102, 1000 - 8 AVE SW",T2P3M7,Province of Alberta
2326,EARLY MINDS PRESCHOOL,PRE-SCHOOL PROGRAM,9667E0C0E4565934F7121FEAAE4333D0,29,Day Care,CHESTERMERE,404 - 100 MARINA DRIVE,T1X0A9,Province of Alberta
2327,KIDS PARADISE OSC,OUT OF SCHOOL CARE PROGRAM,996E75296B100DFF808BB58272FC0EF2,21,Day Care,ST. ALBERT,6-8 76 GROSVENOR BLVD,T8N2Y8,Province of Alberta
2330,CHILDREN'S PLAYCE OUT OF SCHOOL CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,B98DA1BD36CED9A9B11441CC7BAAD268,45,Day Care,EDMONTON,11844 103 STREET,T5G2J2,Province of Alberta
2332,SMART LITTLE PEOPLE BILINGUAL ENGLISH/ SPANISH PRESCHOOL,PRE-SCHOOL PROGRAM,DA9BD1CE64AB79F279DC3DEE6D4CDCC4,48,Day Care,COCHRANE,6101-50 FIRESIDE GATE,T4C2P3,Province of Alberta
2335,COMMUNITY CHILD CARE INC. - COOPERS,OUT OF SCHOOL CARE PROGRAM,E116E8CDF6EC0BF59D0941CB7C569872,50,Day Care,AIRDRIE,1050 COOPERS DRIVE SW,T4B0Z8,Province of Alberta
2336,KIDS QUEST PRESCHOOL,PRE-SCHOOL PROGRAM,E32D4AE0E8BD99234226F7288FA31E1A,22,Day Care,AIRDRIE,"#304, 800 VETERANS BLVD. NW",T4B3G9,Province of Alberta
2337,SIGIS CHILD CARE SOCIETY (VITAL GRANDIN),OUT OF SCHOOL CARE PROGRAM,E55CA27E78353FD81FA6E82D893EF3C4,27,Day Care,ST. ALBERT,39 SUNSET BLVD,T8N0N7,Province of Alberta
2340,EARLY MINDS OUT OF SCHOOL CARE - OLW,OUT OF SCHOOL CARE PROGRAM,F9F8DFE535583218FA3E3C7B22D88DD2,65,Day Care,CHESTERMERE,134 RAINBOW FALLS DRIVE,T1X0G7,Province of Alberta
2341,CHILDREN'S PLAYCE CHILD CARE CENTRE,DAY CARE PROGRAM,FCD9FE3BF19EAE2D91C9FD08219D7D28,72,Day Care,EDMONTON,11844 103 STREET,T5G2J2,Province of Alberta
2342,KIDS & COMPANY - COCHRANE,OUT OF SCHOOL CARE PROGRAM,FDC9A6E44DB6686921BC16E6747C23D1,17,Day Care,COCHRANE,633 - 101 SUNSET DR.,T4C0W8,Province of Alberta
2347,LOTSA TOTS WEST OSC,OUT OF SCHOOL CARE PROGRAM,1D66A866F799E70D2306022E96E69467,20,Day Care,RED DEER,6950A TAYLOR DRIVE,T4P0Z7,Province of Alberta
2348,LEAPS & BOUNDS CHILD CARE,DAY CARE PROGRAM,21D196B6F239027AB722FD2C8ED45328,31,Day Care,STETTLER,4820 54 STREET,T0C2L2,Province of Alberta
2349,SOULAR CHILD MONTESSORI FROEBEL DEVELOPMENT CENTRE,OUT OF SCHOOL CARE PROGRAM,2423707A0CFC41A2E2CA0FD6EA8CF342,24,Day Care,CALGARY,#925 10 DISCOVERY RIDGE HILL SW,T3H5X2,Province of Alberta
2350,TINY TYKES CREATIVE CHILD CARE,DAY CARE PROGRAM,26144245C894942BFE3D66AAA77B94EF,69,Day Care,CALGARY,200 - 738 - 3 AVENUE SW,T2P0G7,Province of Alberta
2358,LIL' DREAMERS DAYCARE,DAY CARE PROGRAM,50A1788D54A892E511935FC677CC2014,61,Day Care,CARSTAIRS,11-315 10 AVENUE,T0M0N0,Province of Alberta
2360,ARDMORE SCHOOL PRE SCHOOL,PRE-SCHOOL PROGRAM,5F5E810BC8FE760740189906AC8EA98F,24,Day Care,ARDMORE,4801-48 STREET,T0A0B0,Province of Alberta
2362,ONOWAY PLAYSCHOOL,PRE-SCHOOL PROGRAM,7BBA55DF977456A5E0081824941FDD1E,24,Day Care,ONOWAY,4708 LAC STE ANNE TRAIL,T0E1V0,Province of Alberta
2363,LIL' DREAMERS OSC,OUT OF SCHOOL CARE PROGRAM,7EDB4BF8D4AEE4FA09C65A00886C82CC,20,Day Care,CARSTAIRS,11-315 10 AVENUE,T0M0N0,Province of Alberta
2368,IRON RIVER PRE SCHOOL,PRE-SCHOOL PROGRAM,A1EC65EB9A823FB1A38458FE6AED885F,28,Day Care,IRON RIVER,SW18-63-6-W4,T0A2A0,Province of Alberta
2369,HAPPY DAY JEAN VANIER,OUT OF SCHOOL CARE PROGRAM,B82688DA71F8A859B8CF88303232E3E1,26,Day Care,SHERWOOD PARK,109 GEORGIAN WAY,T8A3K9,Province of Alberta
2374,SOULAR CHILD MONTESSORI FROEBEL DEVELOPMENT CENTRE-CLOSED,PRE-SCHOOL PROGRAM,DAD3185C7BED96422DA2AEA82E383A2D,24,Day Care,CALGARY,"#925, 10 DISCOVERY RIDGE HILL SW",T3H5X2,Province of Alberta
2375,LIL' DREAMERS PRESCHOOL,PRE-SCHOOL PROGRAM,E8839C6E43C01F7D4D3E39805A926E8D,20,Day Care,CARSTAIRS,11-315 10 AVENUE,T0M0N0,Province of Alberta
2376,LOTSA TOTS WEST,DAY CARE PROGRAM,EBD43F27B12D8F966629562EC276A2CD,42,Day Care,RED DEER,6950A TAYLOR DRIVE,T4P0Z7,Province of Alberta
2377,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD. 1,PRE-SCHOOL PROGRAM,056A02F0BFDB79081F45CD507A7450A4,40,Day Care,CALGARY,108 - 2411 4 ST NW,T2M2Z8,Province of Alberta
2379,EDMONTON MORNING STAR MONTESSORI CENTRE,DAY CARE PROGRAM,07C58D4606F33E831E6ADABB27FED2C2,25,Day Care,EDMONTON,7910 36 AVENUE,T6K1H7,Province of Alberta
2380,BRIGHTPATH DEER RIDGE,DAY CARE PROGRAM,0B26ACE9FB5A6D780DCE6072703DACE7,91,Day Care,CALGARY,116 DEERVIEW DRIVE SE,T2J6G9,Province of Alberta
2383,HAPPY FACES PRESCHOOL,PRE-SCHOOL PROGRAM,16E51C499CD89922067CDD32568CF6DB,34,Day Care,SHERWOOD PARK,"65 C, D, E, F GRAHAM ROAD",T8A3V5,Province of Alberta
2384,LEAP N' LEARN PRESCHOOL SILVERADO,PRE-SCHOOL PROGRAM,17C8D7C27C36969E2373DAC4C4F8CF54,80,Day Care,CALGARY,750-19369 SHERIFF KING STREET SW,T2X0T9,Province of Alberta
2385,THE WIZKID'S AFTER SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,1B015B5C177A9DF32BD577DD56318B43,30,Day Care,BROOKS,323 1 STREET E,T1R1B7,Province of Alberta
2388,CALGARY ABORIGINAL HEAD START,PRE-SCHOOL PROGRAM,1E67B4B5F87D1161A7030A91584AD208,20,Day Care,CALGARY,320 ABERGALE DRIVE NE,T2A6W2,Province of Alberta
2389,BROOKS EARLY LEARNING ACADEMY (BELA),PRE-SCHOOL PROGRAM,2042C45DDF36E4F5548D6EBEE25E52E2,40,Day Care,BROOKS,"BAY 1, 560 CASSILS ROAD, EAST",T1R1M6,Province of Alberta
2390,KINDERHOUSE OF SPRINGBANK HILL,DAY CARE PROGRAM,21D3A0A86E4647BD2BC89729C4D1158D,55,Day Care,CALGARY,7655 26 AVE SW,T3H3X2,Province of Alberta
2392,TAMARACK COMMON DAYCARE,DAY CARE PROGRAM,21F7D6A5A5630B7CBD73F782CDA2705E,25,Day Care,EDMONTON,2604 12 STREET NW,T6T0V9,Province of Alberta
2396,PRESCHOOL FOR ACTIVE LIVING (PAL),PRE-SCHOOL PROGRAM,34EB19580C76F90430A662E4FEBBD76F,36,Day Care,CALGARY,2225 MACLEOD TRAIL S,T2G5B6,Province of Alberta
2397,EDMONTON NORTHWEST OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,36FDDAA6C8239E7395609536AE4BCC85,41,Day Care,EDMONTON,11515 127 STREET,T5M0V4,Province of Alberta
2402,STEPPING STONES OUT OF SCHOOL PROGRAM,OUT OF SCHOOL CARE PROGRAM,3FCD41D334E58CF2BD466E4E1D018C0D,10,Day Care,CONSORT,5402 48 STREET,T0C1B0,Province of Alberta
2407,ARTISTIQUE GYMANSTICS CLUB AND PLAYSCHOOL,DAY CARE PROGRAM,5235A0CCB1EFC24491EB304BCCE82757,15,Day Care,LACOMBE,17-7102 52 STREET,T4L1Y9,Province of Alberta
2408,HINTON CHILDREN'S LEARNING CENTRE,DAY CARE PROGRAM,54D37432B9A0C730312A77EA803D5F46,50,Day Care,HINTON,805 SWITZER DRIVE,T7V1V1,Province of Alberta
2409,KIDZCLUB CALGARY,OUT OF SCHOOL CARE PROGRAM,5A27DCDBAEAE1F3186B998134CED4952,45,Day Care,CALGARY,4711 MARYVALE DR NE,T2A3A1,Province of Alberta
2410,ZEBRA CROSSING ACADEMY,PRE-SCHOOL PROGRAM,5A677FC01CAC258CE50D94FC12FC29A7,69,Day Care,CALGARY,"640, 1110 PANATELLA BLVD NW",T3K0S6,Province of Alberta
2418,PINK ELEPHANT DAY CARE,DAY CARE PROGRAM,5B33A28A0E856C6A7913B2D4462475B1,37,Day Care,EDMONTON,8735 132 AVENUE,T5E0X7,Province of Alberta
2420,ZEBRA CROSSING ACADEMY,OUT OF SCHOOL CARE PROGRAM,5BEF2B46EB0025DBF74EEFF318C92CF6,30,Day Care,CALGARY,640 1110 PANATELLA BLVD NW,T3K0S6,Province of Alberta
2421,WORSLEY PRESCHOOL,PRE-SCHOOL PROGRAM,5F3D61C3C567C5227E90574B64FB0E8E,14,Day Care,WORSLEY,216 ALBERTA AVE,T0H3W0,Province of Alberta
2427,DELTON EARLY LEARNING,DAY CARE PROGRAM,656D7F9444321078EF4C2C0FE0090D2D,32,Day Care,EDMONTON,12126 90 STREET NW,T5B3Z3,Province of Alberta
2428,DELTON OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,6B1E98DE7047B57B6F718E0B770DAE65,29,Day Care,EDMONTON,12126 90 STREET,T5B3Z3,Province of Alberta
2429,EDU-CARE DAY CARE,DAY CARE PROGRAM,71BDC81EC9DBF99D119B50A2FFD3E95D,48,Day Care,EDMONTON,15641 96 AVENUE,T5P2R7,Province of Alberta
2430,EDMONTON MORNING STAR MONTESSORI CENTRE (NURSERY SCHOOL),PRE-SCHOOL PROGRAM,73AC375F024C77CA71424AB024F67C2C,21,Day Care,EDMONTON,7910 - 36 AVENUE,T6K1H7,Province of Alberta
2431,LEAP N' LEARN SCHOOL AGE SILVERADO,OUT OF SCHOOL CARE PROGRAM,76C30F89B41E82D6912E2FA76B36569B,35,Day Care,CALGARY,750-19369 SHERIFF KING STREET SW,T2X0T9,Province of Alberta
2433,LITTLE SCHOLARS CHILD CARE,DAY CARE PROGRAM,7DB1E41C3E3AADD0356FB465B59388CB,73,Day Care,EDMONTON,220 10423 101 STREET,T5H0E7,Province of Alberta
2434,TILLEY TIGER CUBS PRESCHOOL,PRE-SCHOOL PROGRAM,84CB4CE66186786F86C3A0AE8DC15915,18,Day Care,TILLEY,148 - 1ST STREET EAST,T0J3K0,Province of Alberta
2436,GLENDALE COMMUNITY PRESCHOOL,PRE-SCHOOL PROGRAM,8EB271F2607BF34C826C498E2BDB4764,25,Day Care,CALGARY,2405 GLENMOUNT DRIVE SW,T3E4C1,Province of Alberta
2438,BRIGHTPATH DEER RIDGE,OUT OF SCHOOL CARE PROGRAM,91621278A110DF316A2C06C60FEDEBF7,21,Day Care,CALGARY,116 DEERVIEW DRIVE SE,T2J6G9,Province of Alberta
2441,SACRED HEART CARE FOR NEWCOMER CHILDREN,INNOVATIVE CHILD CARE PROGRAM,97C943440CB5CFF4D4CA34B2440A53EA,20,Day Care,EDMONTON,9624 108 AVENUE,T5H1A4,Province of Alberta
2442,PINK ELEPHANT OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,9AE158A9CB24715DA7D5ED0D56429296,40,Day Care,EDMONTON,8735 132 AVE,T5E0X7,Province of Alberta
2447,JUVENESCENCE CHILD DEVELOPMENT CENTRE LTD.,OUT OF SCHOOL CARE PROGRAM,A6DA474EB977A8B0011FDF26B354CCD0,59,Day Care,CALGARY,24 CHAPALINA CLOSE SE,T2X3W2,Province of Alberta
2449,EDMONTON NORTHWEST PRESCHOOL,PRE-SCHOOL PROGRAM,A9E2441790846CBADF86D6E3C31F8014,20,Day Care,EDMONTON,11515 127 STREET,T5M0V4,Province of Alberta
2453,HAPPY FACES CHILD CARE CENTRE,DAY CARE PROGRAM,AE712DBCF6A10D3423EDFD2F281F8014,130,Day Care,SHERWOOD PARK,"65 C, D, E, F GRAHAM ROAD",T8A3V5,Province of Alberta
2454,EDU-CARE AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,AEA05EA4A590FA19E560EA9FB7EB7CAD,46,Day Care,EDMONTON,15641 96 AVENUE,T5P2R7,Province of Alberta
2455,JOYFULLY HIS PRESCHOOL,PRE-SCHOOL PROGRAM,C12CD48BA8B403E9B9C406FFCF8149D0,24,Day Care,OLDS,4810 - 50 STREET,T4H1E4,Province of Alberta
2456,ARTISTIQUE GYMNASTICS CLUB AND PLAYSCHOOL,PRE-SCHOOL PROGRAM,C843AA704D376497624FDBA3A25A9F27,15,Day Care,LACOMBE,17-7102 52 STREET,T4L1Y9,Province of Alberta
2457,YMCA MOUNT PLEASANT OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,CF42A0AD5AE6D4DE1CF4FE4D2E114835,78,Day Care,EDMONTON,10541 60A AVENUE,T6H1K4,Province of Alberta
2458,DISCOVERY OUT OF SCHOOL CARE RIDEAU PARK,OUT OF SCHOOL CARE PROGRAM,CF89094920BBFD3FD9711DA0D9A4CEC4,40,Day Care,EDMONTON,10605 42 AVE,T6J3Z9,Province of Alberta
2459,IT'S A B.L.A.S.T. - DR. GERALD PROBE SCHOOL,OUT OF SCHOOL CARE PROGRAM,D44C5FFB2F53EFD35C8A6004A18BEE25,120,Day Care,LETHBRIDGE,120 ROCKY MOUNTAIN BLVD.,T1K7J2,Province of Alberta
2460,WESTEND COMMUNITY PLAYSCHOOL PARENTS ASSOCIATION,PRE-SCHOOL PROGRAM,D9432526918A64E54D5D7BD3792E1346,45,Day Care,EDMONTON,15108 - 76 AVENUE,T5R2Z9,Province of Alberta
2461,GUS WETTER PLAY SCHOOL,PRE-SCHOOL PROGRAM,DD4DABC166CFF4C1C2625EF33D882B37,30,Day Care,CASTOR,LOT 17-24 BLOCK 13 PLAN 1759A E,T0C0X0,Province of Alberta
2462,L'ECOLE DES PETITS PLAYSCHOOL,PRE-SCHOOL PROGRAM,E30C863FF9F4789CEC26739433D0A9BE,22,Day Care,BEAUMONT,4904 50 AVENUE,T4X1J9,Province of Alberta
2466,HAPPY FACES AFTER SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,F7AE97A9AFA1BD490D1AEB418690FAC0,49,Day Care,SHERWOOD PARK,"65 C, D, E, F GRAHAM ROAD",T8A3V5,Province of Alberta
2468,MONTESSORI CHILDREN'S HOUSE ACADEMY LTD. 1,DAY CARE PROGRAM,F97835FEC97641D8C31B59A8B3D57DC7,64,Day Care,CALGARY,"108, 2411 - 4 STREET NW",T2M2Z8,Province of Alberta
2470,GREAT BEGINNINGS PRESCHOOL,PRE-SCHOOL PROGRAM,F9ADC10B74FF371636C48E07A7034343,29,Day Care,CALGARY,649 QUEENSLAND DRIVE SE,T2J4S8,Province of Alberta
2471,ZEBRA CROSSING ACADEMY,DAY CARE PROGRAM,FA907A2A8F128EE5D9EA03983B8017D3,73,Day Care,CALGARY,640 1110 PANATELLA BLVD NW,T3K0S6,Province of Alberta
2474,LION KING DAYCARE CENTRE,DAY CARE PROGRAM,FAC92C549A05F64526FA824BC7CEA5F8,40,Day Care,BROOKS,"1235 - 3 STREET, WEST",T1R0P7,Province of Alberta
2478,ROOTS AND WINGS PRESCHOOL,PRE-SCHOOL PROGRAM,030B5A0121407AEB66F2312108799E65,12,Day Care,CALGARY,811 RADFORD ROAD NE,T2E0R7,Province of Alberta
2479,JUST MONTESSORI INC.,DAY CARE PROGRAM,09F724C2E002BCE426C129F1C861784E,53,Day Care,EDMONTON,2503 ELLWOOD DRIVE SW,T6X0P7,Province of Alberta
2481,APPLE TREE PRESCHOOL,PRE-SCHOOL PROGRAM,10A53C18FDD403E7CCC03A52A4675E4A,40,Day Care,CALGARY,#352 - 2335 162 AVE SW,T2Y4S6,Province of Alberta
2482,BOWDEN PLAY & LEARN,PRE-SCHOOL PROGRAM,12BDDEAD05E216413945406BF6A45287,24,Day Care,BOWDEN,2238 - 21 AVENUE,T0M0K0,Province of Alberta
2483,BOYS AND GIRLS CLUB OUT OF SCHOOL CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,1C5D5B23198CFFA92484206FC8483B50,80,Day Care,WHITECOURT,76 SUNSET BLVD,T7S1P7,Province of Alberta
2485,ALBERT PARK CHILD CARE CENTRE,OUT OF SCHOOL CARE PROGRAM,1F2EBB9DB6FE19DE0F199D9473412BBD,24,Day Care,CALGARY,2839 12 AVE SE,T2A0G4,Province of Alberta
2488,LETHBRIDGE PLAY AND LEARN PRESCHOOL SOCIETY,PRE-SCHOOL PROGRAM,288364897CD00A47779F9E6CB756175A,19,Day Care,LETHBRIDGE,2329 - 15 AVENUE SOUTH,T1K0X5,Province of Alberta
2489,WHITECOURT EARLY LEARNING AND CHILD CARE,DAY CARE PROGRAM,2D028765169A096ED73813DF8E20CC9E,53,Day Care,WHITECOURT,76 SUNSET BLVD,T7S1W8,Province of Alberta
2490,LURANA OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,2E0A50C5013BF76BA549B1B194BF1987,8,Day Care,EDMONTON,SEE FILE,,Province of Alberta
2491,GRANDMA GOOCH DAYCARE INC.,DAY CARE PROGRAM,30D9FC0ED6395154BDA2A7ABFC624ACA,56,Day Care,ST. ALBERT,105 31 FAIRVIEW BLVD,T8N3M5,Province of Alberta
2492,ST. ALBERT MONTESSORI DAY CARE,DAY CARE PROGRAM,3E7A0FD79E0B50075F09A37167BFC88C,40,Day Care,ST. ALBERT,6 BERNARD DRIVE,T8N0B4,Province of Alberta
2493,MFRC CHILDREN'S SERVICES,DAY CARE PROGRAM,40B1D78ED5959AFF256D810D118CD205,42,Day Care,COLD LAKE,#674 KINGSWAY RD.,T9M2C3,Province of Alberta
2494,YMCA WESTGLEN CHILD CARE,DAY CARE PROGRAM,4E26112512A0CB9DAA87E3DD786CAAD1,64,Day Care,EDMONTON,10950 127 STREET,T5M0S7,Province of Alberta
2499,ALBERT PARK CHILD CARE CENTRE,DAY CARE PROGRAM,6AA57028E16DD10A5C62ADC403C04814,28,Day Care,CALGARY,2839 12 AVE SE,T2A0G4,Province of Alberta
2501,SHOOTING STARS DAYCARE,DAY CARE PROGRAM,6E87B28727336579819643C0DDE78787,15,Day Care,CARSTAIRS,215 10 AVE,T0M0N0,Province of Alberta
2502,GRANDMA GOOCH DAYCARE INC. - OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,7136C3D2F9502EBF68F32C0D289859AF,30,Day Care,ST. ALBERT,105 31 FAIRVIEW BLVD,T8N3M5,Province of Alberta
2503,LITTLE LEADERS - BEFORE AND AFTER SCHOOL CARE EAST LAKE,OUT OF SCHOOL CARE PROGRAM,744C44C2EE8AC6291A889017F8387172,45,Day Care,CHESTERMERE,325 KINNIBURGH BLVD.,T1X0P4,Province of Alberta
2504,STEPPING STONES DAY CARE-WESTSIDE,DAY CARE PROGRAM,77668094F800942B7F93A1C71A714253,42,Day Care,GRANDE PRAIRIE,10807 101 STREET,T8V2R6,Province of Alberta
2505,WEST EDMONTON PLAYSCHOOL SOCIETY,PRE-SCHOOL PROGRAM,77A63BCF779D2FD93524E5A72CE2FC8E,15,Day Care,EDMONTON,15525 84 AVENUE,T5R3Y1,Province of Alberta
2508,LURANA CHILD CARE,DAY CARE PROGRAM,8F03BEED9CABCFD9F1FDD78A64491BC8,12,Day Care,EDMONTON,SEE FILE,,Province of Alberta
2510,LAC LA BICHE REGIONAL ABORIGINAL/METIS HEADSTART NURSERY SCHOOL,PRE-SCHOOL PROGRAM,98584EA94FD2DB894C185BDD46F5838B,24,Day Care,LAC LA BICHE,10147 105 STREET,T0A2C0,Province of Alberta
2512,HEADWAY JUNIOR KINDERGARTEN,PRE-SCHOOL PROGRAM,A3328523153F7E8D6E592E8FD34C02C2,14,Day Care,EDMONTON,10435 76 STREET,T6A3B1,Province of Alberta
2515,KAPAWE'NO FIRST NATION CHILDCARE SOCIETY,DAY CARE PROGRAM,ABA72593CC15A9B51A3F0FFCDAE831C9,31,Day Care,GROUARD,SW5-76-14-W5,T0G1C0,Province of Alberta
2517,FATHER HENRI VOISIN SCHOOL AGE PROGRAM,OUT OF SCHOOL CARE PROGRAM,B815F989B292D771C926EC5DB7A116C4,42,Day Care,RED DEER,60 CLEARVIEW DRIVE,T4P0K3,Province of Alberta
2518,ST. ALBERT MONTESSORI SCHOOL,PRE-SCHOOL PROGRAM,C0604762F22E9059F0129F1F7FEE476B,30,Day Care,ST. ALBERT,6 BERNARD DRIVE,T8N0B4,Province of Alberta
2521,SHOOTING STARS OUT OF SCHOOL CARE,OUT OF SCHOOL CARE PROGRAM,E7BBE4CDB819EC7A327BAA87721ECB03,50,Day Care,CARSTAIRS,215 10 AVENUE,T0M0N0,Province of Alberta
2522,GOOD SHEPHERD SCHOOL OUT OF SCHOOL CARE PROGRAM,OUT OF SCHOOL CARE PROGRAM,F1FA3E14A59A2D40660D0FFBE47AEBE3,25,Day Care,FORT MCMURRAY,211 BEACON HILL DRIVE,T9H2R1,Province of Alberta
2523,RISING SCHOLARS MONTESSORI INC.,DAY CARE PROGRAM,F5B0A164EB2D2CF0C12B6665087429F5,30,Day Care,EDMONTON,101 1207 91 STREET,T6X1E9,Province of Alberta
2524,ECOLE ST. MARY SCHOOL JUNIOR KINDERGARTEN,PRE-SCHOOL PROGRAM,F70C3CD09E9CC204BFC5086713058DC2,41,Day Care,WHITECOURT,5630 MINK CREEK ROAD,T7S1M9,Province of Alberta
