,name,source_facility_type,capacity,infant,toddler,facility_type,city,full_address,postal_code,provider
1028,GARDERIE - PRÉMATERNELLE LE PRINCE ET SES AMIS,GARD,27.0,,,Day Care,Montréal,"88, rue Prince, bureau 204",H3C 2M8,Province of Quèbec
1029,GARDERIE 1-2-3 SOLEIL INC.,GARD,48.0,,,Day Care,Montréal,"3242, rue Beaubien",H1Y 1H7,Province of Quèbec
1030,GARDERIE 2 L.I.F.E 2,GARD,35.0,,,Day Care,Montréal,"5816, rue Sherbrooke Ouest",H4A 1X3,Province of Quèbec
1031,GARDERIE A.KIDS.WRLD C.D.N.,GARD,40.0,,,Day Care,Montréal,"6600, Chemin de la Côte-des-Neiges, local 131",H3S 2A9,Province of Quèbec
1032,GARDERIE ABCD INC.,GARD,68.0,Y,Y,Day Care,Montréal,"5280, rue de Salaberry",H4J 1J4,Province of Quèbec
1033,GARDERIE ABRI DES ANGES,GARD,58.0,,,Day Care,Montréal,"6273, 25e Avenue",H1T 3L5,Province of Quèbec
1034,GARDERIE ACADÉMIE DES TALENTS INC.,GARD,80.0,,,Day Care,Montréal,"2120, rue Sherbrooke Est, bureau 114",H2K 1C3,Province of Quèbec
1035,GARDERIE ACADÉMIE KINDER INC.,GARD,41.0,,,Day Care,Montréal,"6932, rue Sherbrooke Ouest",H4B 1P9,Province of Quèbec
1036,GARDERIE AL-HOUDA,GARD,24.0,,,Day Care,Montréal,"7085, chemin de la Côte-des-Neiges",H3R 2M1,Province of Quèbec
1037,GARDERIE AMIENS INC.,GARD,80.0,Y,Y,Day Care,Montréal,"8401, boulevard Saint-Michel",H1Z 3E7,Province of Quèbec
1038,GARDERIE ARBRE À JOUETS INC.,GARD,29.0,,,Day Care,Montréal,"7345, rue Saint-Hubert",H2R 2N4,Province of Quèbec
1039,GARDERIE ARC-EN-CIEL/RAINBOW NURSERY,GARD,80.0,Y,Y,Day Care,Montréal,"11725, boulevard Armand-Bombardier",H1E 4H8,Province of Quèbec
1040,GARDERIE AU BERCEAU FLEURI INC.,GARD,15.0,Y,Y,Day Care,Montréal,"4403, rue Beaubien Est, bureau 201",H1T 1T2,Province of Quèbec
1041,GARDERIE AU BONHEUR DES PETITS BOUTCHOUX DE L'EST INC.,GARD,63.0,,,Day Care,Montréal,"12060, rue Sherbrooke Est",H1B 1C7,Province of Quèbec
1042,GARDERIE AU CHÂTEAU DU BONHEUR INC.,GARD,31.0,,,Day Care,Montréal,"801, rue Sherbrooke Est, bureau RCI-100",H2L 0B7,Province of Quèbec
1043,GARDERIE AU COIN DES AMI(E)S,GARD,30.0,,,Day Care,Montréal,"8862, rue Hochelaga",H1L 2N2,Province of Quèbec
1044,GARDERIE AU FOYER DU BONHEUR,GARD,70.0,Y,Y,Day Care,Montréal,"6975, avenue Papineau",H2E 2G3,Province of Quèbec
1045,GARDERIE AU JARDIN DES MERVEILLES # 1,GARD,80.0,Y,Y,Day Care,Montréal,"1144, rue Saint-Zotique Est",H2S 1N3,Province of Quèbec
1046,GARDERIE AU PAYS DES BAMBINS INC.,GARD,39.0,,,Day Care,Montréal,"9670, boulevard Saint-Michel",H1H 5G6,Province of Quèbec
1047,GARDERIE AU PAYS DES Z'AMIS INC.,GARD,37.0,,,Day Care,Montréal,"2501, rue Louis-Veuillot",H1N 2P1,Province of Quèbec
1048,GARDERIE AU ROYAUME DES PETITS 2A INC.,GARD,27.0,,,Day Care,Montréal,"5780, avenue Charlemagne",H1X 2H9,Province of Quèbec
1049,GARDERIE AU ROYAUME DES PETITS DE ROSEMONT ENR.,GARD,77.0,Y,Y,Day Care,Montréal,"3525, rue Masson",H1X 1S1,Province of Quèbec
1050,GARDERIE AU ROYAUME DES PETITS INC.,GARD,80.0,Y,Y,Day Care,Montréal,"3966, boulevard Rosemont",H1X 1L8,Province of Quèbec
1051,GARDERIE AU TOUR DU MONDE / AROUND THE WORLD DAYCARE,GARD,49.0,,,Day Care,Montréal,"5462, rue Sherbrooke Ouest",H4A 1V9,Province of Quèbec
1052,GARDERIE BARNY INC.,GARD,80.0,,,Day Care,Montréal,"10151, boulevard Saint-Laurent",H3L 2N5,Province of Quèbec
1053,GARDERIE BEAUJEU INC.,GARD,52.0,Y,Y,Day Care,Montréal,"1785, rue Centre",H3K 1H8,Province of Quèbec
1054,GARDERIE BISHOP,GARD,77.0,,,Day Care,Montréal,"1192, rue Bishop",H3G 2E3,Province of Quèbec
1055,GARDERIE BLANCHE NEIGE INC.,GARD,73.0,Y,Y,Day Care,Montréal,"6725, boulevard Pie-IX",H1X 2C7,Province of Quèbec
1056,GARDERIE BLOC À BLOC INC.,GARD,37.0,,,Day Care,Montréal,"2731, rue Everett",H2A 1R8,Province of Quèbec
1057,GARDERIE BNOT JERUSALEM,GARD,48.0,,,Day Care,Montréal,"6558, avenue du Parc, bureau 200",H2V 4H9,Province of Quèbec
1058,GARDERIE BOIS-DE-BOULOGNE,GARD,70.0,Y,Y,Day Care,Montréal,"9995, rue René-Bauset",H4N 3M4,Province of Quèbec
1059,GARDERIE BONHEUR D'OCCASION,GARD,24.0,Y,Y,Day Care,Montréal,"8699, boulevard Saint-Michel",H1Z 3G1,Province of Quèbec
1060,GARDERIE BONNE AVENTURE INC.,GARD,80.0,,,Day Care,Montréal,"930, rue Wellington, bureau 201",H3C 1T8,Province of Quèbec
1061,GARDERIE BRAVO BAMBINO INC.,GARD,78.0,Y,Y,Day Care,Montréal,"2020, boulevard Saint-Jean-Baptiste",H1B 4A8,Province of Quèbec
1062,GARDERIE BÉBÉ KIDS,GARD,80.0,,,Day Care,Montréal,"5524, rue St-Patrick, bureau 100",H4E 1A8,Province of Quèbec
1063,GARDERIE BÉBÉ MIRACLE (BEAUBIEN) INC.,GARD,58.0,,,Day Care,Montréal,"416-418, Beaubien Est",H2S 1S3,Province of Quèbec
1064,GARDERIE BÉBÉ SUCRÉ PG INC.,GARD,45.0,,,Day Care,Montréal,"6332, rue Sherbrooke Ouest, bureau 204",H4B 1M7,Province of Quèbec
1065,GARDERIE BÉBÉVEIL,GARD,56.0,,,Day Care,Montréal,"1520, rue Jarry Est",H2E 1A9,Province of Quèbec
1066,GARDERIE BÔ CÂLIN INC. / BÔ CÂLIN DAYCARE INC.,GARD,40.0,,,Day Care,Montréal,"7330, boulevard Maurice-Duplessis",H1C 0C8,Province of Quèbec
1067,GARDERIE CAFALAGA,GARD,42.0,Y,Y,Day Care,Montréal,"1613, avenue d'Orléans",H1W 3R4,Province of Quèbec
1068,GARDERIE CALIN DOUX INC.,GARD,9.0,,,Day Care,Montréal,"2455, rue Bélanger",H2G 1E6,Province of Quèbec
1069,GARDERIE CARAMEL,GARD,80.0,,,Day Care,Montréal,"2305, rue Saint-Marc",H3H 2G9,Province of Quèbec
1070,GARDERIE CENTRE-ÉDUCATIF ST-ROCH,GARD,63.0,Y,Y,Day Care,Montréal,"452, rue Saint-Roch",H3N 1K5,Province of Quèbec
1071,GARDERIE CHEMIN DES PETITS ENFANTS DE LOULOU,GARD,68.0,Y,Y,Day Care,Montréal,"350, rue Beaubien Est",H2S 1S1,Province of Quèbec
1072,GARDERIE CHEZ MA FÉE ROYALE INC.,GARD,70.0,,,Day Care,Montréal,"2437, avenue du Mont-Royal Est",H2H 1L1,Province of Quèbec
1073,GARDERIE CHEZ MIA,GARD,51.0,,,Day Care,Montréal,"9161, boulevard Maurice-Duplessis",H1E 6M3,Province of Quèbec
1074,GARDERIE CHEZ NOU-NOU INC.,GARD,80.0,Y,Y,Day Care,Montréal,"9185, boulevard Perras",H1E 7M3,Province of Quèbec
1075,GARDERIE CHEZ TATY INC.,GARD,57.0,Y,Y,Day Care,Montréal,"1999, avenue Madison",H4B 2T2,Province of Quèbec
1076,GARDERIE CHÂTEAU DES MERVEILLES,GARD,80.0,Y,Y,Day Care,Montréal,"8375-77, avenue Nicolas-Leblanc",H1E 3X1,Province of Quèbec
1077,GARDERIE CHÉRIE DES PETITS INC.,GARD,52.0,Y,Y,Day Care,Montréal,"9010, avenue André-Grasset",H2M 2B3,Province of Quèbec
1078,GARDERIE CITÉ FLEURIE INC.,GARD,52.0,Y,Y,Day Care,Montréal,"2889, avenue Haig",H1N 3E8,Province of Quèbec
1079,GARDERIE COCCINELLES ET COQUELICOTS,GARD,31.0,,,Day Care,Montréal,"3810, rue Rachel Est",H1X 1Y9,Province of Quèbec
1080,GARDERIE COCON DU BONHEUR ST-MICHEL INC.,GARD,52.0,,,Day Care,Montréal,"3574, rue Jean-Talon Est, bureau 310",H2A 1X5,Province of Quèbec
1081,GARDERIE COIN D'OISEAUX,GARD,80.0,,,Day Care,Montréal,"10820, rue Lajeunesse, bureau 100",H3L 2E8,Province of Quèbec
1082,GARDERIE DE JOUR PLAYSKOOL DE MONTRÉAL INC.,GARD,90.0,Y,Y,Day Care,Montréal,"4810-20, avenue Mariette",H4V 2G1,Province of Quèbec
1083,GARDERIE DE JOUR SOMERLED INC.,GARD,14.0,Y,Y,Day Care,Montréal,"6532, avenue Somerled",H4V 1S8,Province of Quèbec
1084,GARDERIE DE L'ACADÉMIE SOLOMON SCHECHTER,GARD,80.0,,,Day Care,Montréal,"4940, avenue Macdonald",H3X 2V3,Province of Quèbec
1085,GARDERIE DE L'ECOLE AU JARDIN BLEU INC.,GARD,66.0,Y,Y,Day Care,Montréal,"1690, rue Sauvé Est",H2C 2A8,Province of Quèbec
1086,GARDERIE DE LA CLOCHE INC.,GARD,80.0,Y,Y,Day Care,Montréal,"4261, boulevard Saint-Laurent",H2W 1Z4,Province of Quèbec
1087,GARDERIE DES ANGES DE LA VISITATION INC.,GARD,80.0,,,Day Care,Montréal,"2190, boulevard Gouin Est",H2B 1X3,Province of Quèbec
1088,GARDERIE DES OLIVIERS INC.,GARD,58.0,,,Day Care,Montréal,"4485, rue Beaubien Est",H1T 1T3,Province of Quèbec
1089,GARDERIE DES PETITES MERVEILLES SUR MARSEILLE,GARD,27.0,,,Day Care,Montréal,"6705, rue de Marseille",H1N 1M4,Province of Quèbec
1090,GARDERIE DES PETITES MERVEILLES SUR MARSEILLE 1 INC.,GARD,24.0,,,Day Care,Montréal,"6614, rue de Marseille",H1N 1L9,Province of Quèbec
1091,GARDERIE DES PETITS COLIBRIS INC.,GARD,41.0,Y,Y,Day Care,Montréal,"3290, avenue Lacombe",H3T 1L7,Province of Quèbec
1092,GARDERIE DES PETITS INC.,GARD,69.0,Y,Y,Day Care,Montréal,"960, boulevard Henri-Bourassa Est",H2C 1E9,Province of Quèbec
1093,GARDERIE DES PETITS PAS SNOWDON INC.,GARD,60.0,Y,Y,Day Care,Montréal,"6414-16-18, boulevard Décarie",H3X 2K2,Province of Quèbec
1094,GARDERIE DES PETITS TRÉSORS À MINA INC.,GARD,42.0,Y,Y,Day Care,Montréal,"6265, rue Saint-Jacques, bureau 200",H4B 1T8,Province of Quèbec
1095,GARDERIE DES SOEURS DE LA RÉSURRECTION DE NOTRE-SEIGNEUR JÉSUS-CHRIST (MONTRÉAL),GARD,38.0,Y,Y,Day Care,Montréal,"4109, rue Saint-Hubert",H2L 4A7,Province of Quèbec
1096,GARDERIE DJURA POUR LES ENFANTS,GARD,26.0,,,Day Care,Montréal,"3537, rue Jean-Talon Est",H2A 1X3,Province of Quèbec
1097,GARDERIE DU CENTRE Y CARTIERVILLE,GARD,55.0,,,Day Care,Montréal,"11885, boulevard Laurentien",H4J 2R5,Province of Quèbec
1098,GARDERIE DU CENTRE ÉDUCATIF DE SALABERRY ENR.,GARD,80.0,Y,Y,Day Care,Montréal,"5240, rue de Salaberry",H4J 1J4,Province of Quèbec
1099,GARDERIE DU CENTRE ÉDUCATIF MANOS INC.,GARD,86.0,Y,Y,Day Care,Montréal,"5173, boulevard Saint-Laurent",H2T 1R9,Province of Quèbec
1100,GARDERIE DU CENTRE ÉDUCATIF ROSEMONT INC.,GARD,70.0,Y,Y,Day Care,Montréal,"1950, boulevard Rosemont",H2G 1S8,Province of Quèbec
1101,GARDERIE DU MONDE PAPINEAU,GARD,62.0,,,Day Care,Montréal,"5895, avenue Papineau",H2G 2W5,Province of Quèbec
1102,GARDERIE EDUCATIVE 3120 SHERBROOKE EST INC.,GARD,66.0,Y,Y,Day Care,Montréal,"3120, rue Sherbrooke Est",H1W 1B6,Province of Quèbec
1103,GARDERIE EDUCATIVE DES PETITES MAINS MAGIQUES INSTALLATION 2,GARD,25.0,,,Day Care,Montréal,"6533, rue Beaubien Est",H1M 1B1,Province of Quèbec
1104,GARDERIE EDUCATIVE ERMA INC.,GARD,80.0,Y,Y,Day Care,Montréal,"9720, boulevard Perras",H1C 2J1,Province of Quèbec
1105,GARDERIE EDUCATIVE LE JARDIN DES COLIBRIS INC.,GARD,77.0,Y,Y,Day Care,Montréal,"3288, avenue Lacombe",H3T 1L7,Province of Quèbec
1106,GARDERIE EDUCATIVE NID DES PETITS,GARD,19.0,,,Day Care,Montréal,"13840, rue de Montigny",H1A 3V3,Province of Quèbec
1107,GARDERIE EDUCATIVE NIF NAF INC.,GARD,54.0,Y,Y,Day Care,Montréal,"6773, avenue Fielding",H4V 1N7,Province of Quèbec
1108,GARDERIE EDUCATIVE PEEK-A-BOO INC.,GARD,56.0,,,Day Care,Montréal,"12011, avenue Alexis-Carrel",H1E 4B8,Province of Quèbec
1109,GARDERIE ENFANTS CITOYENS DU MONDE,GARD,66.0,,,Day Care,Montréal,"3010, rue Dickson, bureau 101",H1N 2J8,Province of Quèbec
1110,GARDERIE ET CENTRE ÉDUCATIF MAIN DANS LA MAIN INC.,GARD,60.0,,,Day Care,Montréal,"4990, rue de Salaberry, bureau 101",H4J 2P1,Province of Quèbec
1111,GARDERIE ET JARDIN D'ENFANTS MONTESSORI INC.,GARD,60.0,Y,Y,Day Care,Montréal,"565, rue Jarry Ouest",H3N 1G1,Province of Quèbec
1112,GARDERIE ET POUPONNIÈRE CSU / CSU DAYCARE AND NURSERY,GARD,52.0,,,Day Care,Montréal,"1424, rue Bishop",H3G 2E6,Province of Quèbec
1113,GARDERIE FABY INC.,GARD,40.0,Y,Y,Day Care,Montréal,"6639, avenue Papineau",H2G 2X3,Province of Quèbec
1114,GARDERIE FAILLON INC.,GARD,50.0,,,Day Care,Montréal,"625, rue Faillon Est",H2R 1L9,Province of Quèbec
1115,GARDERIE FAIRMOUNT,GARD,74.0,Y,Y,Day Care,Montréal,"88, avenue Fairmount Ouest",H2T 2M2,Province of Quèbec
1116,GARDERIE FANTAISIE D'ENFANT,GARD,80.0,Y,Y,Day Care,Montréal,"14042, rue De Montigny",H1A 1J9,Province of Quèbec
1117,GARDERIE FASCINATION,GARD,27.0,,,Day Care,Montréal,"4835, avenue Du Parc",H2V 4E7,Province of Quèbec
1118,GARDERIE FLEUR DE LYS INC.,GARD,80.0,,,Day Care,Montréal,"5890, boulevard Gouin Ouest",H4J 1E4,Province of Quèbec
1119,GARDERIE FRANCINE,GARD,80.0,Y,Y,Day Care,Montréal,"8751, 8e Avenue, bureau 102",H1Z 4G5,Province of Quèbec
1120,GARDERIE GANORLY INC.,GARD,80.0,Y,Y,Day Care,Montréal,"3907, avenue Van Horne",H3S 1R9,Province of Quèbec
1121,GARDERIE GHITA,GARD,15.0,,,Day Care,Montréal,"230, rue Fleury Ouest",H3L 1T7,Province of Quèbec
1122,GARDERIE GOUIN,GARD,44.0,,,Day Care,Montréal,"6118, boulevard Gouin ouest",H4J 1E8,Province of Quèbec
1123,GARDERIE GRANDIR ENSEMBLE INC.,GARD,36.0,,,Day Care,Montréal,"4250, rue Beaubien Est",H1T 1S6,Province of Quèbec
1124,GARDERIE GRIFFIN - JARDIN D'ENFANT INC.,GARD,80.0,,,Day Care,Montréal,"1501, rue Barré, bureau 105",H3C 4J1,Province of Quèbec
1125,GARDERIE IMAGINATION PRE-SCHOOL,GARD,80.0,,,Day Care,Montréal,"351, boulevard Robert-Bourassa",H3C 2M3,Province of Quèbec
1126,GARDERIE IMAGINATION WEST,GARD,80.0,,,Day Care,Montréal,"1040, rue Lacasse",H4C 2Z3,Province of Quèbec
1127,GARDERIE JARDIN D'AZUCENAS INC.,GARD,41.0,Y,Y,Day Care,Montréal,"6734, rue Saint-Denis",H2S 2S2,Province of Quèbec
1128,GARDERIE JARDIN DE LUMIÈRE INC.,GARD,28.0,,,Day Care,Montréal,"15852, rue Notre-Dame Est",H1A 1X6,Province of Quèbec
1129,GARDERIE JARDIN DES JONQUILLES INC.,GARD,40.0,,,Day Care,Montréal,"9121, rue Lajeunesse",H2M 1S3,Province of Quèbec
1130,GARDERIE JASMINE ET ALADIN INC.,GARD,53.0,,,Day Care,Montréal,"2520, boulevard Rosemont",H1Y 1K4,Province of Quèbec
1131,GARDERIE JEUNES DÉCOUVREURS 1 INC.//YOUNG DISCOVERERS DAYCARE 1 INC.,GARD,51.0,Y,Y,Day Care,Montréal,"5200C, rue de la Savane",H4P 2M8,Province of Quèbec
1132,GARDERIE JOYEUSES MARGUERITES,GARD,78.0,,,Day Care,Montréal,"4125, rue Villeray",H2A 1H4,Province of Quèbec
1133,GARDERIE JOYEUX ENFANTS / HAPPY KIDZ DAYCARE,GARD,77.0,Y,Y,Day Care,Montréal,"905, avenue Ogilvy",H3N 1P2,Province of Quèbec
1134,GARDERIE K.I.D.S. FIELDING,GARD,80.0,Y,Y,Day Care,Montréal,"6755, avenue Fielding",H4V 1N7,Province of Quèbec
1135,GARDERIE KIDDO,GARD,32.0,,,Day Care,Montréal,"5071, avenue Papineau",H2H 1V9,Province of Quèbec
1136,GARDERIE KIDDO 2,GARD,75.0,,,Day Care,Montréal,"750, rue Roy Est",H2L 1E2,Province of Quèbec
1137,GARDERIE KIDS & COMPANY (DUKE),GARD,59.0,,,Day Care,Montréal,"111, rue Duke",H3C 2M1,Province of Quèbec
1138,GARDERIE KIDZ INC. / KIDZ DAYCARE INC.,GARD,41.0,,,Day Care,Montréal,"351, rue Guizot Est",H2P 1M7,Province of Quèbec
1139,GARDERIE L'ABRI,GARD,58.0,Y,Y,Day Care,Montréal,"1250, rue Fleury Est",H2C 1R1,Province of Quèbec
1140,GARDERIE L'ACADÉMIE DE ST-MICHEL INC.,GARD,80.0,,,Day Care,Montréal,"7960, boulevard Saint-Michel",H1Z 3E1,Province of Quèbec
1141,GARDERIE L'AVENIR DU QUÉBEC,GARD,75.0,,,Day Care,Montréal,"4411, Avenue Papineau",H2H 1T7,Province of Quèbec
1142,GARDERIE L'ILÔT DOUCEUR INC.,GARD,37.0,,,Day Care,Montréal,"4528, rue Ontario Est",H1V 1K7,Province of Quèbec
1143,GARDERIE L'UNIVERS DE LA PAIX INC.,GARD,80.0,,,Day Care,Montréal,"232, rue Beaubien Est",H2S 1R4,Province of Quèbec
1144,GARDERIE L'ÉVEIL AU MONDE INC.,GARD,80.0,Y,Y,Day Care,Montréal,"4896, avenue Dornal",H3W 1V8,Province of Quèbec
1145,GARDERIE L'ÎLE AUX FLEURS,GARD,68.0,,,Day Care,Montréal,"11930, rue Notre-Dame Est",H1B 2Y3,Province of Quèbec
1146,GARDERIE LA BONBONNIÈRE INC.,GARD,64.0,,,Day Care,Montréal,"1614, rue Fleury Est",H2C 1S8,Province of Quèbec
1147,GARDERIE LA BOUGEOTTE ENR.,GARD,39.0,Y,Y,Day Care,Montréal,"6610, rue Saint-Denis",H2S 2R9,Province of Quèbec
1148,GARDERIE LA FAMILLE TWEETY,GARD,70.0,,,Day Care,Montréal,"1000-1004, boulevard Henri-Bourassa Est",H2C 1G2,Province of Quèbec
1149,GARDERIE LA FÉE DES NEIGES,GARD,80.0,Y,Y,Day Care,Montréal,"3393, rue Jean-Brillant",H3T 1N9,Province of Quèbec
1150,GARDERIE LA MAISON DES FONS-FONS INC.,GARD,59.0,Y,Y,Day Care,Montréal,"6263, rue Beaubien Est",H1M 3E6,Province of Quèbec
1151,GARDERIE LA MARELLE INC.,GARD,80.0,,,Day Care,Montréal,"11872, rue Notre-Dame Est",H1B 2X5,Province of Quèbec
1152,GARDERIE LA PETITE ACADÉMIE,GARD,75.0,Y,Y,Day Care,Montréal,"12208, boulevard Laurentien",H4K 1M9,Province of Quèbec
1153,GARDERIE LA PETITE ÉTOILE DE L'EST INC.,GARD,20.0,,,Day Care,Montréal,"8602, rue Sherbrooke Est, bureau 101",H1L 1B7,Province of Quèbec
1154,GARDERIE LA RIVIÈRE INC.,GARD,80.0,Y,Y,Day Care,Montréal,"7471, avenue André-Ampère",H1E 6Y9,Province of Quèbec
1155,GARDERIE LA RONDE DES BISOUS,GARD,30.0,,,Day Care,Montréal,"8998, rue Lajeunesse",H2M 1R9,Province of Quèbec
1156,GARDERIE LANGDON INC.,GARD,40.0,Y,Y,Day Care,Montréal,"8040, avenue Wiseman",H3N 2P1,Province of Quèbec
1157,GARDERIE LAPINOU LAPINA INC.,GARD,52.0,,,Day Care,Montréal,"433, rue Chabanel Ouest, bureau 124",H2N 2J3,Province of Quèbec
1158,GARDERIE LASALLE DES PETITS,GARD,57.0,,,Day Care,Montréal,"2120, rue Sainte-Catherine Ouest",H3H 1M7,Province of Quèbec
1159,GARDERIE LE CHÂTEAU DE DORA INC.,GARD,38.0,,,Day Care,Montréal,"8212, boulevard Maurice-Duplessis",H1E 2Y5,Province of Quèbec
1160,GARDERIE LE COCON DU BONHEUR 2,GARD,80.0,,,Day Care,Montréal,"3600, avenue Barclay, bureau 210",H3S 1K5,Province of Quèbec
1161,GARDERIE LE FOU-RIRE INC.,GARD,54.0,Y,Y,Day Care,Montréal,"1250, rue Jean-Talon Est",H2R 1W3,Province of Quèbec
1162,GARDERIE LE JARDIN URBAIN,GARD,24.0,,,Day Care,Montréal,"6845, rue Saint-Denis",H2S 2S3,Province of Quèbec
1163,GARDERIE LE JARDIN URBAIN JUNIOR,GARD,15.0,,,Day Care,Montréal,"500, rue Saint-Zotique Est",H2S 1M3,Province of Quèbec
1164,GARDERIE LE MANÈGE ENCHANTÉ INC.,GARD,79.0,,,Day Care,Montréal,"6965, 6e Avenue",H2A 3E3,Province of Quèbec
1165,GARDERIE LE MONDE DE L'ENFANT INC.,GARD,80.0,Y,Y,Day Care,Montréal,"880, avenue Ogilvy",H3N 1P1,Province of Quèbec
1166,GARDERIE LE MONDE DES PETITS OURSONS INC.,GARD,31.0,,,Day Care,Montréal,"1425, boulevard Henri-Bourassa Est",H2C 1H1,Province of Quèbec
1167,GARDERIE LE NID DE NAMUR,GARD,80.0,,,Day Care,Montréal,"4987, rue Paré",H4P 1P4,Province of Quèbec
1168,GARDERIE LE PETIT MONDE DE SOPHIA INC.,GARD,80.0,Y,Y,Day Care,Montréal,"2249, rue des Ormeaux",H1L 4W9,Province of Quèbec
1169,GARDERIE LE PETIT MONDE EN COULEUR,GARD,60.0,Y,Y,Day Care,Montréal,"2159, rue Sauvé Est",H2B 1B3,Province of Quèbec
1170,GARDERIE LE PETIT PALAIS DU QUARTIER I,GARD,80.0,Y,Y,Day Care,Montréal,"6405, boulevard Gouin Ouest",H4K 1A9,Province of Quèbec
1171,GARDERIE LE PETIT PALAIS DU QUARTIER II,GARD,49.0,Y,Y,Day Care,Montréal,"6411, boulevard Gouin Ouest, 2e étage",H4K 1A9,Province of Quèbec
1172,GARDERIE LE PINCEAU MAGIQUE D'AHUNTSIC,GARD,80.0,Y,Y,Day Care,Montréal,"9725, boulevard Saint-Laurent",H3L 2N4,Province of Quèbec
1173,GARDERIE LE ROSSIGNOL,GARD,52.0,Y,Y,Day Care,Montréal,"332, rue Chabanel Ouest",H2N 1G6,Province of Quèbec
1174,GARDERIE LE ROYAUME D'ALADIN INC.,GARD,80.0,Y,Y,Day Care,Montréal,"3775-3781, rue Villeray",H2A 1G5,Province of Quèbec
1175,GARDERIE LE ROYAUME DES COCCINELLES INC.,GARD,20.0,,,Day Care,Montréal,"1270, rue Bélanger",H2S 1H9,Province of Quèbec
1176,GARDERIE LE RUCHER INC.,GARD,80.0,Y,Y,Day Care,Montréal,"10300, avenue Charton",H2B 2C8,Province of Quèbec
1177,GARDERIE LE TRÉSOR DES PETITS GÉNIES INC.,GARD,40.0,,,Day Care,Montréal,"4353, rue Beaubien Est",H1T 1T1,Province of Quèbec
1178,GARDERIE LES AMIS D'AÏCHA INC.,GARD,66.0,,,Day Care,Montréal,"4535, rue Beaubien Est",H1T 1T4,Province of Quèbec
1179,GARDERIE LES AMIS DE CORNEMUSE II INC.,GARD,36.0,,,Day Care,Montréal,"2462, rue Sauvé Est",H2B 1B9,Province of Quèbec
1180,GARDERIE LES AMIS DE CORNEMUSE INC.,GARD,80.0,,,Day Care,Montréal,"2460, rue Sauvé Est",H2B 1B9,Province of Quèbec
1181,GARDERIE LES AMIS DES JUMEAUX 2,GARD,80.0,,,Day Care,Montréal,"5797, rue Beaubien est",H1T 1X6,Province of Quèbec
1182,GARDERIE LES AMIS DES JUMEAUX INC.,GARD,79.0,,,Day Care,Montréal,"5355, rue Beaubien Est",H1T 1W4,Province of Quèbec
1183,GARDERIE LES AMIS DES SCHTROUMPFS,GARD,80.0,Y,Y,Day Care,Montréal,"1252, rue Jarry Est",H2P 1X1,Province of Quèbec
1184,GARDERIE LES AMIS DU JARDIN,GARD,49.0,,,Day Care,Montréal,"3315, rue Saint-Zotique Est",H1X 1C6,Province of Quèbec
1185,GARDERIE LES AMIS DU MONDE INC.,GARD,27.0,,,Day Care,Montréal,"990, avenue de l'Hôtel-de-Ville",H2X 3A5,Province of Quèbec
1186,GARDERIE LES ANGES DES PRAIRIES INC.,GARD,61.0,,,Day Care,Montréal,"9650, 4e Rue",H1E 5B5,Province of Quèbec
1187,GARDERIE LES BAMBICHOUS INC.,GARD,27.0,,,Day Care,Montréal,"1650-1652, rue Saint-Zotique Est",H2G 1H4,Province of Quèbec
1188,GARDERIE LES BAMBINS BRICOLEURS INC.,GARD,52.0,,,Day Care,Montréal,"5101, rue Beaubien Est",H1T 1V8,Province of Quèbec
1189,GARDERIE LES BAMBINS DU PLATEAU INC.,GARD,38.0,,,Day Care,Montréal,"4136, Boulevard Saint-Laurent",H2W 1Y8,Province of Quèbec
1190,GARDERIE LES BAMBINS JOYEUX INC.,GARD,34.0,,,Day Care,Montréal,"2102, rue Sauvé Est",H2B 1A9,Province of Quèbec
1191,GARDERIE LES BÉBÉS MAGIQUES INC.,GARD,18.0,,,Day Care,Montréal,"3402, rue Ontario Est",H1W 1P9,Province of Quèbec
1192,GARDERIE LES CALINOUS D'ALLARD,GARD,40.0,,,Day Care,Montréal,"3365, rue Allard",H4E 2N3,Province of Quèbec
1193,GARDERIE LES COULEURS DU BONHEUR INC.,GARD,75.0,,,Day Care,Montréal,"6875, rue Beaubien Est",H1M 3B2,Province of Quèbec
1194,GARDERIE LES CRISTAUX MAGIQUES INC.,GARD,28.0,,,Day Care,Montréal,"3401, rue Ontario Est",H1W 1R1,Province of Quèbec
1195,GARDERIE LES ENFANTS DU XXIE SIÈCLE,GARD,80.0,Y,Y,Day Care,Montréal,"8751, 8e Avenue, bureau 100",H1Z 4G5,Province of Quèbec
1196,GARDERIE LES ENFANTS MAGIQUES INC.,GARD,28.0,,,Day Care,Montréal,"6900, rue d'Iberville",H2G 2C8,Province of Quèbec
1197,GARDERIE LES JEUNES DEBROUILLARDS INC.,GARD,70.0,Y,Y,Day Care,Montréal,"8702, rue de Marseille",H1L 1R9,Province of Quèbec
1198,GARDERIE LES JOLIS CANARDS SOURIANTS INC.,GARD,40.0,,,Day Care,Montréal,"4675, rue Sainte-Catherine Est",H1V 1Z1,Province of Quèbec
1199,GARDERIE LES JOLIS MARINS INC.,GARD,21.0,,,Day Care,Montréal,"12984, rue Notre-Dame Est",H1A 1R9,Province of Quèbec
